Symbol,NumAppearances
DKNG,3
KIND SDB,1
RSI,1
FLTR.L,2
KAMBI,1
PENN,3
02331,4
02020,5
LULU,3
NKE,31
ADS.DE,6
2267,1
PUM.DE,1
06110,1
JD..L,1
TPIXX,4
CROX,17
CPRX,1
EPAM,5
EFX,3
LMAT,3
AXON,12
AVLR,2
VRM,2
AMRS,2
PHR,1
TXG,6
ENTG,8
TECH,19
LSPD.TO,2
AMGN,12
GILD,15
ILMN,12
HON,14
UNP,13
NEE,18
CAT,8
AMT,23
ZTS,8
AZRE.BO,2
SIFY.BO,1
WNS,1
YTRA.BO,1
TTM.BO,2
RDY.BO,1
AXB.BO,1
WIT.BO,3
ARCC,3
FSK,5
ORCC,1
MAIN,2
HTGC,2
PSEC,3
TSLX,3
GSBD,2
GBDC,3
NMFC,2
EVO,2
LVS,1
00027.HK,2
ALL.AX,1
MGM,6
VALE3.SA,27
02269,15
MRVL,22
EMDU21,3
MPC,15
CDNS,9
IFF,10
PSX,12
PXD,15
LSI,7
LSCC,12
NTNX,3
REXR,4
IIVI,8
6702,8
MSTR,19
IBM,24
OSTK,4
AMD,20
BRX,3
AIV,1
RVI,1
AFIN,2
K2LU.SI,1
CUBE,8
CXP,1
DANHOS 13.,1
PSB,1
EXR,11
TATASTEEL.,2
MAC,6
FMBK,2
MRW.L,7
NED.JO,2
DEMANT,2
INVP.L,3
NUE,12
OGVXX,1
MARA,5
VYGR,2
GLXY,2
4819,1
HIVE.TO,1
SI,6
GMAB,3
SGEN,5
ISRG,7
TFX,1
AMED,3
ALC,1
STMN,2
02359,2
SKOR,1
MBSD,1
IGSB,1
IGIB,1
TLT,8
IGLB,1
LKOR,1
IEF,5
IEI,3
VOW.DE,1
4004,2
SWK,2
086520.KS,1
ALB,5
SQM,1
AMS.JO,2
357780.KS,1
066970.KS,1
LIN.L,16
PTON,10
DASH,7
ARES,2
ESTC,5
RBLX,7
FTNT,25
ABBN,7
6954,2
6506,1
RSW.L,1
TECN,2
6645,1
CELH,6
AVTR,5
FNV.TO,5
TECK.B.TO,3
SNV,3
PKI,8
TAEE11.SA,4
AZUL.SA,1
GOAU4.SA,3
LCAM3.SA,2
OIBR.C.SA,1
COGN3.SA,1
GOL.SA,1
BRML3.SA,1
BPAN4.SA,2
NET,21
FGEN,3
TTD,10
OXY,14
ALNY,4
PODD,1
ELAN,2
BMRN,3
GH,3
035720.KS,9
6415.TW,1
SNAP,15
FOUR,1
BILI,16
DJUN,1
DAPR,1
DMAR,1
DMAY,1
DFEB,1
DJAN,1
DOCT,1
DDEC,1
DAUG,1
DNOV,1
PAPR,1
PMAY,1
PMAR,1
PJAN,1
PFEB,1
PSEP,1
PDEC,1
PJUN,1
POCT,1
PNOV,1
CRWD,15
ZS,13
PANW,6
CHKP,3
OKTA,8
FEYE,3
CYBR,3
AVST.L,1
TMO,24
EBAY,21
KLAC,4
ETSY,11
QRVO,6
FVRR,7
DOCU,20
ADYEY,1
RKT,1
PLTR,4
VIAC,7
AVGO,25
SIG,5
ANF,6
MDP,4
AMCX,4
SEM,4
CCS,2
GPI,3
ABG,1
SBH,1
BIG,5
DAI.DE,14
VOW3.DE,6
00175,2
7267,4
000270.KS,4
F,10
SKY,1
TMDX,2
CRTO.PA,3
SMED,2
SNE,1
STRL,2
LXFR.L,2
SMLR,2
BV,2
PGNY,2
AKTS,1
CHK,4
BBD.B.TO,2
RYCEY.L,1
MIME,2
KURA,1
VYNE,1
PUBM,1
INSG,1
LRN,1
MD,2
JW.A,3
TWOU,2
MS,14
NSC,5
XOM,52
WEC,6
CMS,5
LNT,8
XEL,11
KMB,8
K,5
BX,5
DGE.L,11
OR.PA,22
4502,2
7741,2
ZFU21,3
VVR,2
BGB,3
CPZ,1
IVH,1
MSD,1
NCZ,1
GHY,3
SPE,1
2412.TW,5
2883.TW,1
4904.TW,2
MTSS,1
1101.TW,1
CEZ,3
2890.TW,1
2633.TW,1
1102.TW,2
INTUCH,1
BAC,46
DE,12
AXP,11
SRE,13
TEL,6
TSTXX,2
VIE.PA,4
GEBN,5
HLMA.L,2
300142,1
BGNE,4
300601,1
000661,1
300676,1
01177.HK,3
300357,1
01548,3
HUBS,13
NOW,13
00788,2
IQ,2
WB,1
002624,1
01024,3
300413,1
00857,2
00386,3
01088,2
02883,1
01171,5
000983,1
601699,1
002353,1
600256,1
900948,1
01093,3
01801,2
00241,1
00853,1
01833,3
06098,3
ZTO,1
00586,1
01919,4
00267,2
02338,2
00656.HK,1
03898,2
03319,1
02382,4
01810,2
00968,6
00268,2
00992,3
GDS,4
02018,2
03888,1
00285,1
02899,3
00914,1
03323,1
600309,2
01772,2
01378,1
02600,1
01313,1
00358,2
02689,1
YUMC,5
BEKE,4
01109,2
00960,1
01918,1
00688,2
02007,2
00004.HK,1
02202,1
00754,3
00813,2
02319,1
00291,1
06186,2
00168,1
06969.HK,2
01044,3
603288,4
00322,1
00916,5
02688,3
01193,2
00270,2
00384,2
00836,2
00392,2
00371,1
02380,1
01398,6
03988,2
02628,2
01288,1
02601,1
03328,2
02328,1
09939,1
02196,1
03759,1
06185,1
00867,2
00460,2
SPLK,10
VRNS,7
JNPR,3
CM.TO,7
FTS.TO,3
00006.HK,11
BCE.TO,6
EMA.TO,7
SCMN,7
00002.HK,5
H.TO,1
T.TO,2
POW.TO,3
L.TO,5
WN.TO,2
00003.HK,3
MFSU1.TO,2
CM,1
NESN.TO,1
FTS.HK,2
00006.TO,1
EMA,1
FTIXX,17
VEEV,9
NEGG,2
DIBS,2
DBX,3
FSLY,2
COUP,1
PCTY,3
PAYC,2
IDXX,20
WST,5
ANET,5
NDAQ,6
ASHX,1
ASHS,1
SSPK,1
HYFM,2
WEED.TO,7
TLRY.TO,8
GWPH,1
VFF.TO,4
DGCXX,3
AFCG,1
GRWG,7
RIV.TO,3
REPL,1
TIL,1
IOVA,2
RCUS,1
ATRA,1
JKS,3
NOVA,3
SHLS,3
SPWR,2
MAXN.SI,3
SEDG,20
CSIQ,1
300059,1
002475,4
300015,4
002714,2
300122,2
002142,1
300124,1
000001,1
VEDL.BO,2
FM.TO,3
FCX,12
BOL,2
KGH,3
GMEXICOB.M,5
BIIB,19
LEN,8
TJX,5
HPQ,14
ULTR,4
SHV,3
BIL,1
FXY,1
SPY,6
IVV,3
GBIL,1
TME,2
RIGD.BO,6
NESTE,2
096770.KS,3
VLO,7
5020,3
5019,1
6505.TW,1
HFC,2
DAL,4
LUV,4
CCL,3
RCL,4
UAL,3
RYAAY.IR,1
AAL,2
IHG.L,1
AMEH,5
ANAT,9
TWNK,3
CRVL,3
COKE,6
MGEE,4
PRFT,1
PBH,7
AWR,4
UTL,2
OTTR,1
IDCC,1
CSGS,2
AVA,4
UVV,4
EBF,1
DOW,12
VMEO,2
OGN,1
CNXC,4
IAA,1
AIRC,2
TELL,2
DDS,6
GNK,2
IDT,3
VSTM,1
BEAM,5
CYBE,1
NEXT,1
VWS,8
SGRE.BC,2
JMAT.L,2
009830.KS,2
FGTXX,9
ABT,9
IP,12
UPM,5
AVY,3
AMCR,1
SK3.IR,2
WY,6
MNDI.L,2
PKG,2
WRK,3
STERV,2
FANG,17
WFCPL,7
EVV,3
JPMPK,3
COFPL,1
SKT,2
WFCPC,1
DSL,3
TROW,9
AVGOP,7
BACPL,4
MIDD,1
MCO,10
AFL,3
TREX,3
DHR,20
SHW,13
SLGN,3
DFS,9
MSI,12
RMD,12
ROK,4
CPRT,4
DHI,8
WCN.TO,2
VNLA,1
ETV,1
PFF,5
FFC,2
CCI,16
PALL,1
WCLD,1
CWB,5
RIOT,3
ALV.DE,24
BAS.DE,10
DPW.DE,13
BAYN.DE,8
MFS/ZU21.P,1
MC,1
MMEU21.SA,1
VALE3.BO,1
RIGD,1
SAN.PA,26
TTE.PA,19
SU.PA,10
AI.PA,7
IFX.DE,5
6501,11
COF,12
WFC,32
GVIXX,1
CFG,3
PNC,11
MDT,9
STWD,3
SLG,2
PRU,7
UNM,4
STOR,2
LEG,3
FXPO.L,3
EURN,2
NELES,2
NXI.PA,2
POST,2
BB.PA,2
STG,2
CIE.BC,2
ENAV.MI,2
PTM.AX,2
YMU21,2
GSK.L,28
FMG.AX,18
BATS.L,17
9434,14
KESKOB,4
KINV B,6
CTC.A.TO,3
ELUX B,1
ZAL.DE,3
SGRO.L,9
MFSU21.DE,1
PAH3.PA,1
PUB,1
BXC,1
ZUMZ,1
CTRN,1
DFIN,2
APOG,2
GHL,1
KFRC,2
MEI,3
MOV,2
ICE,5
CHTR,9
ORLY,5
GCM1,1
SBER,7
2317.TW,9
ROSN,4
1301.TW,3
532898.BO,3
MTB,1
SBUX,7
DIS,25
VGR,2
BGS,5
KTB,1
RCII,4
CMP,1
SJI,2
CMC,2
GEF,2
MED,7
NTAP,8
IPG,8
DELL,6
CINF,9
CTSH,2
T,33
MO,19
KO,18
C,21
RDSB.L,8
DAR,6
LAD,2
MTZ,2
AEO,3
OMCL,15
RS,6
ATH,4
PHM,8
BG,4
IVZ,3
JUP.L,1
TGS,1
CHEMM,1
ANIM.MI,1
KARN,2
PIA.MI,1
DRX.L,1
EPR,3
MONY.L,1
DAPXX,15
BA,9
RTX,8
LMT,7
TDY,5
LHX,6
GD,11
NOC,7
TDG,5
9101,6
8410,2
2768,3
6473,2
5101,4
9513,2
7167,2
4202,2
5214,2
8570,1
USB,5
MKL,1
CB,3
TCS.BO,15
066570.KS,2
500228.BO,2
00881,1
NUS,3
CATY,1
BKE,6
TRN,1
2615.TW,6
ARI.JO,2
138930.KS,1
AVI.JO,1
TISCO-R,1
01368,3
2347.TW,1
006360.KS,1
MT.SA,3
GE,8
BBVA.BC,1
MTN.JO,3
HWM,2
GLE.PA,2
COP,23
CVX,28
OMV,3
ADM.L,2
US.MI,2
SLA.L,1
ACS.BC,3
HLAG.DE,1
MB.MI,2
TEL2 B,1
DNBH,3
BAER,1
FERG,3
NTB,1
HEP,2
IRM,7
CCOI,3
HE,2
ETRN,4
KNOP.L,1
FRT,2
WMB,18
MMM,12
BLK,9
AGR,2
VPL,1
VWO,4
EWT,1
EWJ,1
INDA,5
EWA,1
EWZ,1
01113.HK,6
REI.UN.TO,1
A2A.MI,2
GWO.TO,1
8002,1
LUNE,2
CGNX,12
FICO,10
SBNY,14
XPO,9
CPT,9
GGG,13
M,12
SAIA,15
GTLS,12
NEO,10
POWI,10
RIO.AX,6
REL.L,4
PGHN,4
AM,3
BEN,3
NWL,3
WSO,2
FNF,5
CNA,1
PNW,3
NTGY.BC,2
EQNR,3
VOD.L,3
FORTUM,4
7751,1
IBDO,1
IBDN,2
IBDP,1
IBDQ,1
IBDM,2
BSCL,1
VNA.DE,6
00016.HK,8
1878,3
1925,4
DWNI.DE,7
GMG.AX,7
8801,6
MA,32
RHHBY,2
9433,7
ITX.BC,1
APT.AX,3
SSYS,1
SWKS,11
LUMN,6
FE,3
UPS,22
SC,4
DXC,4
LNC,3
AIG,4
PFG,5
NXST,4
BPOP,5
A,12
GRMN,6
TTC,7
ITW,3
OKE,14
PPL,4
00303.HK,2
SPK.NZ,3
00008.HK,1
JBH.AX,1
MIN.AX,5
MFG.AX,1
00683.HK,1
AST.AX,1
GLTR,3
TRPL4.SA,2
KIO.JO,2
CHMF,3
TRNFP,2
CESP6.SA,1
ADRO,1
PTBA,1
FEES,1
BGFV,2
HSKA,3
SM,10
FLGT,6
KIRK,1
BNGO,2
DBO,1
FYX,1
VBR,2
YPS,1
XLI,6
FNX,1
XLB,3
IJT,2
VOT,1
011200.KS,5
VALMT,6
MOCORP,5
SAMPO,2
1907.TW,1
TOWR,1
RH,5
LB,7
BURL,4
TPX,4
DANSKE,1
EDU,2
CALX,4
KRNT,3
SGRY,4
OPRX,1
CAMT,1
AVID,2
CDMO,1
HOLD,2
SVC,1
VST,2
BF.B,4
HLF,1
AKAM,4
BLUE,2
SJR.B.TO,5
ENG.BC,6
REE.BC,2
2881.TW,3
ELE.BC,1
BMW.DE,4
EOAN.DE,1
5110,2
CHUY,2
TXRH,2
RUTH,1
BLMN,1
DIN,1
RICK,2
FRGI,1
JACK,1
DPZ,3
WSM,10
4755,2
W,1
IEX,5
SQM-B,1
CHILE,2
COPEC,2
ENELAM,1
FALABELLA,4
BSANTANDER,1
BCI,1
CMPC,1
IBDRY.BC,1
MISXX,2
PEG,11
ENLAY.MI,1
00354,3
03800,3
01302,1
00336,1
02400,1
09966,1
LX,1
500696.BO,10
MARUTI.BO,1
1216.TW,1
2603.TW,8
LKOD,4
PBR.A.SA,1
01958,1
JBSS3.SA,2
AMX.MX,1
03808,1
DSV,3
ORSTED,5
CARL B,1
COLO B,2
NZYM B,1
MAERSK B,6
PNDORA,2
FMX.MX,1
1513.TW,1
00868.HK,2
2382.TW,1
ITC.BO,1
LH,9
CERN,3
NUAN,5
2413,1
TNDM,1
ENIA,1
BRDT3.SA,2
KOF.MX,1
EXX.JO,1
AEV,1
01071,1
OSP,1
CHGG,3
BFAM,1
PSON.L,1
IEL.AX,1
TAL,1
00667,1
ELEKTRA.MX,2
2812.TW,1
3045.TW,2
2884.TW,1
2880.TW,1
5880.TW,2
500295.BO,1
047050.KS,1
9904.TW,1
TU-R,1
GRT.JO,1
500312.BO,1
1402.TW,1
2454.TW,6
4966,1
5483.TW,1
TFG.JO,3
CROMPTON.B,2
3529.TW,2
540222.BO,3
2337.TW,1
500271.BO,2
2892.TW,1
NAVI,3
ODP,2
FBC,1
UNFI,4
EZM,1
AAWW,3
DLX,1
PDCE,5
AVV.L,1
SOF,5
6370,2
SPX.L,3
DIA.MI,2
8953,3
SOL.AX,1
CRDA.L,4
GN,1
00012.HK,3
RAND,1
06823.HK,2
GIVN,2
RMS.PA,2
NOKIA,2
KNEBV,3
ELISA,1
HSBA.L,9
CMG,11
EAST.CA,1
EKHO.CA,1
TMGH.CA,1
CLHO.CA,1
ETEL.CA,1
SWDY.CA,1
OCDI.CA,1
CIRA.CA,1
TLKM,2
BMRI,2
ASII,2
CPIN,2
UNVR,1
BBNI,2
KLBF,1
SMGR,1
KMI,18
LNG,13
PPL.TO,8
WIX,4
NICE,4
LUMI,1
TEVA,1
POLI,1
DSCT,1
ICT,2
RENT3.SA,1
PIDILITIND,2
531642.BO,2
500034.BO,6
ETISALAT,2
HPG,3
VIC,3
MAREL,1
FAB,2
NBK,3
2303.TW,4
005490.KS,4
AOT-R,2
UGP.SA,1
PAC.MX,1
ASR.MX,1
KEP.KS,1
CCRO3.SA,1
PAGP,2
GVMXX,7
HDFC.BO,11
005935.KS,5
IPL.TO,1
MOWI,2
YAR,2
NHY,3
ORK,2
TOM,2
ADE,2
GJF,2
SNPS,8
FPH.NZ,1
AIA.NZ,1
MEL.NZ,2
A2M.NZ,1
CEN.NZ,1
IFT.NZ,1
FBU.NZ,1
MCY.NZ,2
RYM.NZ,1
SMPH,1
ALI,1
AC,1
JGS,1
BPI,1
BDO,1
URC,1
ICICIBANK.,5
LT.BO,2
SBIN.BO,2
HCLTECH.BO,4
532555.BO,1
PKO,1
ALE,2
PZU,1
PKN,2
LPP,1
PEO,2
DNP,2
PGN,2
CDR,2
FRTPC,1
ARESPA,1
HFROPA,1
AXSPE,1
NNNPF,1
PNCPP,4
FULTP,1
WFCPO,1
FCNCP,1
BAP,1
SCCO,1
ALICORC1,1
BVN,2
HOC.L,1
01208,1
LBRDK,4
CABO,1
ATUS,2
COMM,2
DISH,7
UI,3
VSAT,2
XLY,10
XLC,6
XLE,5
XLV,6
XLP,3
XLRE,3
RJF,2
HES,7
STT,1
SLB,10
NFLX,19
SEE,6
IT,4
HUYA,4
FUTU.HK,1
SEK.AX,1
FLT.AX,1
9022,2
LI,5
KRX.L,2
XPEV,7
EOG,18
2882.TW,3
CPU.AX,1
6448,1
AD,9
2651,1
8795,1
8001,1
8015,2
AGL.AX,1
TEF.BC,4
HII,4
CAG,3
EIX,6
BBY,6
EXC,12
ZION,1
CMA,3
KRC,2
DECK,4
ATVI,10
FGXXX,6
AMN,3
LAND,1
AMRC,1
CHPT,4
VGK,3
IJR,2
XME,3
IBUY,1
AHT.L,3
LI.PA,2
DSY.PA,3
BNP.PA,3
SAN.BC,3
ZURN,3
UBSG,2
INGA,3
PRU.L,1
CS.PA,2
LLOY.L,1
ASM,2
COV.PA,1
IG.MI,1
PROX,2
B4B.DE,1
ERII,4
PCT,2
DCI,2
AQUA,1
STE,1
LYV,1
TMUS,7
EVT.DE,1
DLG.L,2
TEG.DE,1
RHM.DE,1
TKA.DE,2
EVD.DE,1
GXI.DE,1
BOSS.DE,1
PSM.DE,1
BFSA.BC,1
4523,2
6920,1
3436,1
3382,2
4506,2
8316,1
RAMP,1
QDEL,3
SAFM,1
HAE,2
SLAB,6
SBAC,11
MAA,4
VTR,6
LDL,2
LPI,2
RAVN,1
SYKE,5
TRUP,4
2308.TW,3
2002.TW,3
1303.TW,2
BP..L,11
RDSA.L,11
ICP.L,4
SMDS.L,4
RMV.L,4
BME.L,2
HWDN.L,1
ECM.L,1
WEIR.L,1
PNN.L,1
DPH.L,2
IMI.L,2
AMXL.MX,4
WALMEX.MX,3
GFNORTEO.M,3
FEMSAUBD.M,2
CEMEXCPO.M,3
TLEVISACPO,2
GAPB.MX,1
ASURB.MX,1
BIMBOA.MX,2
2609.TW,4
DQ,2
WHL.JO,1
MRP.JO,1
PERSISTENT,1
3023.TW,2
005380.KS,3
068270.KS,3
ITUB4.SA,6
PETR4.SA,7
BBDC4.SA,3
PETR3.SA,4
B3SA3.SA,3
ABEV3.SA,2
MGLU3.SA,2
WEGE3.SA,2
NTCO3.SA,1
ASAI3.SA,1
EMBR3.SA,2
AZUL4.SA,1
PRIO3.SA,1
ENEV3.SA,1
LWSA3.SA,1
SULA11.SA,1
YDUQ3.SA,1
5609.TW,1
2108.TW,1
042700.KS,2
ISMEN,1
TRU.JO,1
IMP.JO,4
3014.TW,1
FSR.JO,2
SBK.JO,2
SSW.JO,1
CPI.JO,2
SOL.JO,2
SLM.JO,1
GFI.JO,4
SLM,4
BERY,3
HBI,3
FAF,5
ALL,12
ALLY,6
BK,6
TIP,2
EMLC,3
BNDX,2
BLX.TO,1
DUK,14
SSE.L,4
CI,5
CNC,6
ALKS,3
ACAD,2
IQV,4
BIDI4.SA,1
CSNA3.SA,3
USIM5.SA,1
ELET3.SA,3
SUZB3.SA,1
NEOE3.SA,1
PCAR3.SA,1
01585,1
01114,1
200625,1
ETG,1
BST,1
RNP,1
EVT,1
HQH,2
ETO,1
ARDC,2
BSTZ,1
THQ,1
GDV,1
DVN,7
MRO,6
EQT,6
CC,2
EXP,2
APA,1
AVTRPA,4
LGEN.L,1
IGG.L,1
NN,2
ORA.PA,1
SRG.MI,3
AOX.DE,1
TITR.MI,1
6033,1
MER,1
CPLE6.SA,1
ENEL.MI,12
9532,1
3269,2
BILL,5
SAM,5
FEMB,1
HYLS,2
FPE,2
EMB,1
FPEI,1
LGOV,1
AVXL,4
ENVA,1
USCR,1
DCOM,2
CLNE,2
WOW,1
IESC,1
ADYEN,8
TOU.TO,5
LIGHT,7
ONEX.TO,3
ACQ.TO,1
001230.KS,2
108320.KS,1
005850.KS,1
298020.KS,2
002380.KS,1
048260.KS,1
SBB B,1
T7O.L,1
LDOS,3
BAH,4
CACI,1
KBR,2
BRKM5.SA,2
8454.TW,2
01898,1
GGRM,1
2014.TW,1
UNIP6.SA,1
3006.TW,1
03818,2
IPN.PA,1
KNIN,5
INVE B,6
KGF.L,1
BAMI.MI,1
OCI,1
LEG.DE,3
TKA,1
TTTXX,1
SGOL,1
UPST,1
INMD,1
QFIN,1
LOVE,1
CRCT,1
ATKR,2
LIF.TO,3
008560.KS,2
024110.KS,1
MAP.BC,1
316140.KS,1
PAH3.DE,2
HFG.DE,1
1U1.DE,1
HEI.DE,1
JUN3.DE,1
WCH.DE,1
SOON,2
KER.PA,2
KEY.TO,2
SRU.UN.TO,3
2914,5
01038.L,2
H78.SI,1
NG..L,5
CNQ.TO,4
STNE.SA,1
XRO.NZ,1
FISV,2
FIS,3
MAXR,4
ATEN,1
RPD,2
RADA,2
AV..L,1
ADI,14
NXPI,6
KEYS,4
ERIC,2
ROP,7
3923,1
4062,1
3563,2
4042,1
1803,1
6723,1
3288,2
3291,1
BT.A.L,1
EVR.L,2
SXS.L,1
WOW.AX,1
ITSA4.SA,2
FP.PA,1
AIR,1
00669.HK,1
00001.HK,3
532215.BO,5
500820.BO,5
BHARTIARTL,4
ISP.MI,2
STLA,2
ENI.MI,1
G.MI,1
UCG.MI,1
RACE.MI,1
CNHI.L,4
MONC.MI,1
MN2M1,1
APH,4
DG.PA,3
J,2
ACM,4
EN.PA,1
SKA B,1
FGR.PA,1
FUNO 11.MX,1
GGBR4.SA,1
TIMS3.SA,1
PAYX,6
LKOH,6
GAZP,6
MSCI,7
MTCH,5
MTD,6
XLNX,9
CTAS,5
STAA,10
JCOM,2
HELE,1
LHCG,2
NVTK,2
GMKN,2
PLZL,1
NLMK,1
TATN,1
ZU1,1
TESXU1,2
CFR,3
LONN,2
SIKA,2
INFXX,1
UL.L,1
EMR,4
SO,10
ANG.JO,2
KFH,3
VHM,2
APD,7
PPG,6
CHS,2
EXPR,2
OII,2
EVRI,2
034020,1
9107.DE,1
011210.KS,1
LEO.KS,1
001230.DE,1
7936.L,1
KCO.TO,1
TOU,1
IMI,1
IBN.BO,2
DKS,5
JEF,5
KIM,1
QRTEA,4
THC,6
UPWK,7
OLN,6
SWAV,2
YETI,4
WPM.TO,7
SIL.TO,2
NTR.TO,11
DEO.L,1
MNRL,2
APO,4
CTT,2
LGF.B,1
LGF.A,1
GHC,5
KEY,1
032640.KS,1
017670.KS,3
030200.KS,1
004020.KS,1
003550.KS,1
GMZB,1
SCHWPJ,1
BACPO,1
