Bigram,Name,NumAppearances,Holders
"('ALNY', 'PODD')","('Alnylam Pharmaceuticals Inc', 'Insulet Corp')",1,"[('BTEC', 0.057)]"
"('GH', 'PODD')","('Guardant Health Inc', 'Insulet Corp')",1,"[('BTEC', 0.043)]"
"('EXAS', 'PODD')","('Exact Sciences Corp', 'Insulet Corp')",1,"[('BTEC', 0.053)]"
"('ELAN', 'PODD')","('Elanco Animal Health Inc', 'Insulet Corp')",1,"[('BTEC', 0.052)]"
"('PODD', 'SGEN')","('Insulet Corp', 'Seagen Inc Ordinary Shares')",1,"[('BTEC', 0.062)]"
"('BMRN', 'PODD')","('Biomarin Pharmaceutical Inc', 'Insulet Corp')",1,"[('BTEC', 0.047)]"
"('NVAX', 'TXG')","('Novavax Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BTEC', 0.039)]"
"('ALNY', 'TXG')","('Alnylam Pharmaceuticals Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BTEC', 0.053)]"
"('GH', 'TXG')","('Guardant Health Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BTEC', 0.039)]"
"('EXAS', 'TXG')","('Exact Sciences Corp', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BTEC', 0.049)]"
"('ELAN', 'TXG')","('Elanco Animal Health Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BTEC', 0.048)]"
"('SGEN', 'TXG')","('Seagen Inc Ordinary Shares', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BTEC', 0.058)]"
"('BMRN', 'TXG')","('Biomarin Pharmaceutical Inc', '10x Genomics Inc Ordinary Shares - Class A')",1,"[('BTEC', 0.043)]"
"('ALNY', 'NVAX')","('Alnylam Pharmaceuticals Inc', 'Novavax Inc')",1,"[('BTEC', 0.047)]"
"('GH', 'NVAX')","('Guardant Health Inc', 'Novavax Inc')",1,"[('BTEC', 0.032)]"
"('EXAS', 'NVAX')","('Exact Sciences Corp', 'Novavax Inc')",1,"[('BTEC', 0.042)]"
"('ELAN', 'NVAX')","('Elanco Animal Health Inc', 'Novavax Inc')",1,"[('BTEC', 0.041)]"
"('NVAX', 'SGEN')","('Novavax Inc', 'Seagen Inc Ordinary Shares')",1,"[('BTEC', 0.052)]"
"('BMRN', 'NVAX')","('Biomarin Pharmaceutical Inc', 'Novavax Inc')",1,"[('BTEC', 0.037)]"
"('ALNY', 'GH')","('Alnylam Pharmaceuticals Inc', 'Guardant Health Inc')",1,"[('BTEC', 0.046)]"
"('ALNY', 'EXAS')","('Alnylam Pharmaceuticals Inc', 'Exact Sciences Corp')",1,"[('BTEC', 0.056)]"
"('ALNY', 'ELAN')","('Alnylam Pharmaceuticals Inc', 'Elanco Animal Health Inc')",1,"[('BTEC', 0.055)]"
"('EXAS', 'GH')","('Exact Sciences Corp', 'Guardant Health Inc')",1,"[('BTEC', 0.042)]"
"('ELAN', 'GH')","('Elanco Animal Health Inc', 'Guardant Health Inc')",1,"[('BTEC', 0.041)]"
"('GH', 'SGEN')","('Guardant Health Inc', 'Seagen Inc Ordinary Shares')",1,"[('BTEC', 0.051)]"
"('BMRN', 'GH')","('Biomarin Pharmaceutical Inc', 'Guardant Health Inc')",1,"[('BTEC', 0.036)]"
"('ELAN', 'EXAS')","('Elanco Animal Health Inc', 'Exact Sciences Corp')",1,"[('BTEC', 0.051)]"
"('EXAS', 'SGEN')","('Exact Sciences Corp', 'Seagen Inc Ordinary Shares')",1,"[('BTEC', 0.061)]"
"('BMRN', 'EXAS')","('Biomarin Pharmaceutical Inc', 'Exact Sciences Corp')",1,"[('BTEC', 0.046)]"
"('ELAN', 'SGEN')","('Elanco Animal Health Inc', 'Seagen Inc Ordinary Shares')",1,"[('BTEC', 0.06)]"
"('BMRN', 'ELAN')","('Biomarin Pharmaceutical Inc', 'Elanco Animal Health Inc')",1,"[('BTEC', 0.045)]"
"('BMRN', 'SGEN')","('Biomarin Pharmaceutical Inc', 'Seagen Inc Ordinary Shares')",1,"[('BTEC', 0.055)]"
"('035720.KS', 'MRVL')","('Kakao Corp', 'Marvell Technology Inc')",1,"[('BTEK', 0.044)]"
"('LSPD.TO', 'MRVL')","('Lightspeed Commerce Inc Ordinary Shares (Sub Voting)', 'Marvell Technology Inc')",1,"[('BTEK', 0.046)]"
"('MRVL', 'XTSLA')","('Marvell Technology Inc', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.058)]"
"('006400.KS', 'MRVL')","('Samsung SDI Co Ltd', 'Marvell Technology Inc')",1,"[('BTEK', 0.038)]"
"('6920', 'MRVL')","('Lasertec Corp', 'Marvell Technology Inc')",1,"[('BTEK', 0.037)]"
"('6415.TW', 'MRVL')","('Silergy Corp', 'Marvell Technology Inc')",1,"[('BTEK', 0.041)]"
"('035720.KS', 'LSPD.TO')","('Kakao Corp', 'Lightspeed Commerce Inc Ordinary Shares (Sub Voting)')",1,"[('BTEK', 0.049)]"
"('035720.KS', 'XTSLA')","('Kakao Corp', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.061)]"
"('035720.KS', 'TSLA')","('Kakao Corp', 'Tesla Inc')",1,"[('BTEK', 0.041)]"
"('035720.KS', 'SQ')","('Kakao Corp', 'Square Inc A')",1,"[('BTEK', 0.041)]"
"('035720.KS', '6920')","('Kakao Corp', 'Lasertec Corp')",1,"[('BTEK', 0.04)]"
"('035720.KS', '6415.TW')","('Kakao Corp', 'Silergy Corp')",1,"[('BTEK', 0.044)]"
"('035720.KS', 'SNAP')","('Kakao Corp', 'Snap Inc Class A')",1,"[('BTEK', 0.042)]"
"('LSPD.TO', 'XTSLA')","('Lightspeed Commerce Inc Ordinary Shares (Sub Voting)', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.064)]"
"('LSPD.TO', 'TSLA')","('Lightspeed Commerce Inc Ordinary Shares (Sub Voting)', 'Tesla Inc')",1,"[('BTEK', 0.044)]"
"('006400.KS', 'LSPD.TO')","('Samsung SDI Co Ltd', 'Lightspeed Commerce Inc Ordinary Shares (Sub Voting)')",1,"[('BTEK', 0.044)]"
"('LSPD.TO', 'SQ')","('Lightspeed Commerce Inc Ordinary Shares (Sub Voting)', 'Square Inc A')",1,"[('BTEK', 0.044)]"
"('6920', 'LSPD.TO')","('Lasertec Corp', 'Lightspeed Commerce Inc Ordinary Shares (Sub Voting)')",1,"[('BTEK', 0.043)]"
"('6415.TW', 'LSPD.TO')","('Silergy Corp', 'Lightspeed Commerce Inc Ordinary Shares (Sub Voting)')",1,"[('BTEK', 0.047)]"
"('LSPD.TO', 'SNAP')","('Lightspeed Commerce Inc Ordinary Shares (Sub Voting)', 'Snap Inc Class A')",1,"[('BTEK', 0.044)]"
"('TSLA', 'XTSLA')","('Tesla Inc', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.056)]"
"('006400.KS', 'XTSLA')","('Samsung SDI Co Ltd', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.056)]"
"('SQ', 'XTSLA')","('Square Inc A', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.056)]"
"('6920', 'XTSLA')","('Lasertec Corp', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.055)]"
"('6415.TW', 'XTSLA')","('Silergy Corp', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.059)]"
"('SNAP', 'XTSLA')","('Snap Inc Class A', 'BlackRock Cash Funds Treasury SL Agency')",1,"[('BTEK', 0.056)]"
"('6920', 'TSLA')","('Lasertec Corp', 'Tesla Inc')",1,"[('BTEK', 0.035)]"
"('6415.TW', 'TSLA')","('Silergy Corp', 'Tesla Inc')",1,"[('BTEK', 0.039)]"
"('SNAP', 'TSLA')","('Snap Inc Class A', 'Tesla Inc')",1,"[('BTEK', 0.036)]"
"('006400.KS', 'SQ')","('Samsung SDI Co Ltd', 'Square Inc A')",1,"[('BTEK', 0.035)]"
"('006400.KS', '6920')","('Samsung SDI Co Ltd', 'Lasertec Corp')",1,"[('BTEK', 0.034)]"
"('006400.KS', '6415.TW')","('Samsung SDI Co Ltd', 'Silergy Corp')",1,"[('BTEK', 0.038)]"
"('006400.KS', 'SNAP')","('Samsung SDI Co Ltd', 'Snap Inc Class A')",1,"[('BTEK', 0.036)]"
"('6920', 'SQ')","('Lasertec Corp', 'Square Inc A')",1,"[('BTEK', 0.035)]"
"('6415.TW', 'SQ')","('Silergy Corp', 'Square Inc A')",1,"[('BTEK', 0.038)]"
"('6415.TW', '6920')","('Silergy Corp', 'Lasertec Corp')",1,"[('BTEK', 0.038)]"
"('6920', 'SNAP')","('Lasertec Corp', 'Snap Inc Class A')",1,"[('BTEK', 0.035)]"
"('6415.TW', 'SNAP')","('Silergy Corp', 'Snap Inc Class A')",1,"[('BTEK', 0.039)]"
"('DAPR', 'DDEC')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAPR', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAPR', 'DAUG')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAPR', 'DJUN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAPR', 'DMAY')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAPR', 'DJAN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAPR', 'DMAR')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAPR', 'DFEB')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAPR', 'DNOV')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DDEC', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAUG', 'DDEC')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.166)]"
"('DDEC', 'DJUN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DDEC', 'DMAY')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DDEC', 'DJAN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DDEC', 'DMAR')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DDEC', 'DFEB')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DDEC', 'DNOV')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.166)]"
"('DAUG', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DJUN', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DMAY', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DJAN', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DMAR', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DFEB', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DNOV', 'DOCT')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.166)]"
"('DAUG', 'DJUN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAUG', 'DMAY')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAUG', 'DJAN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAUG', 'DMAR')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAUG', 'DFEB')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DAUG', 'DNOV')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.166)]"
"('DJUN', 'DMAY')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DJAN', 'DJUN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DJUN', 'DMAR')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DFEB', 'DJUN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DJUN', 'DNOV')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DJAN', 'DMAY')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DMAR', 'DMAY')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DFEB', 'DMAY')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DMAY', 'DNOV')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DJAN', 'DMAR')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DFEB', 'DJAN')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DJAN', 'DNOV')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DFEB', 'DMAR')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DMAR', 'DNOV')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('DFEB', 'DNOV')","('FT Cboe Vest U.S. Equity Deep B', 'FT Cboe Vest U.S. Equity Deep B')",1,"[('BUFD', 0.167)]"
"('PAPR', 'PMAR')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJAN', 'PMAR')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PDEC', 'PMAR')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PMAR', 'POCT')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PMAR', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PMAR', 'PMAY')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJUL', 'PMAR')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PFEB', 'PMAR')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJUN', 'PMAR')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PAPR', 'PJAN')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PAPR', 'PDEC')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PAPR', 'POCT')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PAPR', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PAPR', 'PMAY')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PAPR', 'PJUL')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PAPR', 'PFEB')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PAPR', 'PJUN')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PDEC', 'PJAN')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJAN', 'POCT')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PJAN', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJAN', 'PMAY')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJAN', 'PJUL')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PFEB', 'PJAN')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJAN', 'PJUN')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PDEC', 'POCT')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PDEC', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PDEC', 'PMAY')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PDEC', 'PJUL')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PDEC', 'PFEB')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PDEC', 'PJUN')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('POCT', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PMAY', 'POCT')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJUL', 'POCT')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PFEB', 'POCT')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PJUN', 'POCT')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PMAY', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJUL', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.166)]"
"('PFEB', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJUN', 'PSEP')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJUL', 'PMAY')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PFEB', 'PMAY')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJUN', 'PMAY')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PFEB', 'PJUL')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PJUL', 'PJUN')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('PFEB', 'PJUN')","('Innovator U.S. Equity Power Buf', 'Innovator U.S. Equity Power Buf')",1,"[('BUFF', 0.167)]"
"('AVST.L', 'VRNS')","('Avast PLC', 'Varonis Systems Inc')",1,"[('BUG', 0.098)]"
"('CHKP', 'RPD')","('Check Point Software Technologies Ltd', 'Rapid7 Inc')",1,"[('BUG', 0.105)]"
"('CHKP', 'ZS')","('Check Point Software Technologies Ltd', 'Zscaler Inc')",1,"[('BUG', 0.125)]"
"('CHKP', 'FTNT')","('Check Point Software Technologies Ltd', 'Fortinet Inc')",1,"[('BUG', 0.121)]"
"('AVST.L', 'CHKP')","('Avast PLC', 'Check Point Software Technologies Ltd')",1,"[('BUG', 0.103)]"
"('CHKP', 'CRWD')","('Check Point Software Technologies Ltd', 'CrowdStrike Holdings Inc Class A')",1,"[('BUG', 0.123)]"
"('CHKP', 'OKTA')","('Check Point Software Technologies Ltd', 'Okta Inc A')",1,"[('BUG', 0.107)]"
"('CHKP', 'PANW')","('Check Point Software Technologies Ltd', 'Palo Alto Networks Inc')",1,"[('BUG', 0.114)]"
"('CYBR', 'RPD')","('CyberArk Software Ltd', 'Rapid7 Inc')",1,"[('BUG', 0.098)]"
"('AVST.L', 'RPD')","('Avast PLC', 'Rapid7 Inc')",1,"[('BUG', 0.101)]"
"('OKTA', 'RPD')","('Okta Inc A', 'Rapid7 Inc')",1,"[('BUG', 0.105)]"
"('PANW', 'RPD')","('Palo Alto Networks Inc', 'Rapid7 Inc')",1,"[('BUG', 0.112)]"
"('AVST.L', 'ZS')","('Avast PLC', 'Zscaler Inc')",1,"[('BUG', 0.12)]"
"('AVST.L', 'CYBR')","('Avast PLC', 'CyberArk Software Ltd')",1,"[('BUG', 0.095)]"
"('AVST.L', 'CRWD')","('Avast PLC', 'CrowdStrike Holdings Inc Class A')",1,"[('BUG', 0.118)]"
"('AVST.L', 'OKTA')","('Avast PLC', 'Okta Inc A')",1,"[('BUG', 0.102)]"
"('AVST.L', 'PANW')","('Avast PLC', 'Palo Alto Networks Inc')",1,"[('BUG', 0.109)]"
"('KLAC', 'SPGI')","('KLA Corp', 'S&P Global Inc')",1,"[('BUL', 0.099)]"
"('EBAY', 'SPGI')","('eBay Inc', 'S&P Global Inc')",1,"[('BUL', 0.101)]"
"('ETSY', 'SPGI')","('Etsy Inc', 'S&P Global Inc')",1,"[('BUL', 0.091)]"
"('QCOM', 'SPGI')","('Qualcomm Inc', 'S&P Global Inc')",1,"[('BUL', 0.102)]"
"('REGN', 'SPGI')","('Regeneron Pharmaceuticals Inc', 'S&P Global Inc')",1,"[('BUL', 0.102)]"
"('QRVO', 'SPGI')","('Qorvo Inc', 'S&P Global Inc')",1,"[('BUL', 0.084)]"
"('SPGI', 'VRTX')","('S&P Global Inc', 'Vertex Pharmaceuticals Inc')",1,"[('BUL', 0.101)]"
"('KLAC', 'TMO')","('KLA Corp', 'Thermo Fisher Scientific Inc')",1,"[('BUL', 0.101)]"
"('AAPL', 'KLAC')","('Apple Inc', 'KLA Corp')",1,"[('BUL', 0.101)]"
"('EBAY', 'KLAC')","('eBay Inc', 'KLA Corp')",1,"[('BUL', 0.099)]"
"('ETSY', 'KLAC')","('Etsy Inc', 'KLA Corp')",1,"[('BUL', 0.089)]"
"('KLAC', 'REGN')","('KLA Corp', 'Regeneron Pharmaceuticals Inc')",1,"[('BUL', 0.1)]"
"('KLAC', 'VRTX')","('KLA Corp', 'Vertex Pharmaceuticals Inc')",1,"[('BUL', 0.099)]"
"('EBAY', 'TMO')","('eBay Inc', 'Thermo Fisher Scientific Inc')",1,"[('BUL', 0.103)]"
"('QRVO', 'TMO')","('Qorvo Inc', 'Thermo Fisher Scientific Inc')",1,"[('BUL', 0.086)]"
"('AAPL', 'ETSY')","('Apple Inc', 'Etsy Inc')",1,"[('BUL', 0.092)]"
"('AAPL', 'REGN')","('Apple Inc', 'Regeneron Pharmaceuticals Inc')",1,"[('BUL', 0.103)]"
"('AAPL', 'QRVO')","('Apple Inc', 'Qorvo Inc')",1,"[('BUL', 0.086)]"
"('EBAY', 'QCOM')","('eBay Inc', 'Qualcomm Inc')",1,"[('BUL', 0.102)]"
"('EBAY', 'REGN')","('eBay Inc', 'Regeneron Pharmaceuticals Inc')",1,"[('BUL', 0.102)]"
"('EBAY', 'QRVO')","('eBay Inc', 'Qorvo Inc')",1,"[('BUL', 0.084)]"
"('ETSY', 'QCOM')","('Etsy Inc', 'Qualcomm Inc')",1,"[('BUL', 0.091)]"
"('ETSY', 'REGN')","('Etsy Inc', 'Regeneron Pharmaceuticals Inc')",1,"[('BUL', 0.092)]"
"('ETSY', 'QRVO')","('Etsy Inc', 'Qorvo Inc')",1,"[('BUL', 0.074)]"
"('QCOM', 'REGN')","('Qualcomm Inc', 'Regeneron Pharmaceuticals Inc')",1,"[('BUL', 0.103)]"
"('QCOM', 'QRVO')","('Qualcomm Inc', 'Qorvo Inc')",1,"[('BUL', 0.085)]"
"('QCOM', 'VRTX')","('Qualcomm Inc', 'Vertex Pharmaceuticals Inc')",1,"[('BUL', 0.102)]"
"('QRVO', 'REGN')","('Qorvo Inc', 'Regeneron Pharmaceuticals Inc')",1,"[('BUL', 0.085)]"
"('QRVO', 'VRTX')","('Qorvo Inc', 'Vertex Pharmaceuticals Inc')",1,"[('BUL', 0.084)]"
"('AVGO', 'TWTR')","('Broadcom Inc', 'Twitter Inc')",1,"[('CACG', 0.062)]"
"('TWTR', 'V')","('Twitter Inc', 'Visa Inc Class A')",1,"[('CACG', 0.059)]"
"('TWTR', 'UNH')","('Twitter Inc', 'UnitedHealth Group Inc')",1,"[('CACG', 0.086)]"
