Symbol,Name,SumWeights,Holders
RICK,RCI Hospitality Holdings Inc,0.088,"[('EATZ', 0.049), ('VICE', 0.039)]"
SEE,Sealed Air Corp,0.088,"[('RTM', 0.038), ('QVAL', 0.023), ('LSAF', 0.012), ('ERM', 0.008), ('YPS', 0.007)]"
VTV,Vanguard Value ETF,0.088,"[('OCIO', 0.048), ('GDMA', 0.04)]"
DIVISLAB.B,Divi's Laboratories Ltd,0.088,"[('GLIN', 0.043), ('KMED', 0.023), ('NFTY', 0.022)]"
GEB,Grupo Energia Bogota SA ESP,0.088,"[('GXG', 0.044), ('ICOL', 0.044)]"
NUTRESA,Grupo Nutresa SA,0.088,"[('GXG', 0.044), ('ICOL', 0.044)]"
DWX,SPDR S&P International Dividend,0.088,"[('INKM', 0.088)]"
BMI,Badger Meter Inc,0.088,"[('TDV', 0.028), ('SIMS', 0.026), ('KSCD', 0.022), ('SMDV', 0.012)]"
CHWY,Chewy Inc,0.088,"[('PAWZ', 0.088)]"
MLM,Martin Marietta Materials Inc,0.088,"[('PKB', 0.051), ('RTM', 0.037)]"
SPSB,SPDR Portfolio Short Term Corpo,0.088,"[('QED', 0.064), ('QAI', 0.024)]"
BXMX,Nuveen S&P 500 Buy-Write Income,0.08700000000000001,"[('HIPS', 0.035), ('ALTY', 0.032), ('PCEF', 0.02)]"
AAL.L,Anglo American PLC,0.087,"[('PICK', 0.045), ('AFK', 0.042)]"
SEV.PA,Suez SA,0.087,"[('AQWA', 0.046), ('CGW', 0.041)]"
600276,Jiangsu Hengrui Pharmaceuticals Co Ltd,0.087,"[('KURE', 0.044), ('KMED', 0.029), ('ASHR', 0.014)]"
FOXA,Fox Corp Class A,0.087,"[('IEME', 0.044), ('AVDR', 0.028), ('FXD', 0.015)]"
RH,RH,0.087,"[('PEZ', 0.037), ('DWEQ', 0.036), ('SMLF', 0.011), ('SCHA', 0.003)]"
ERII,Energy Recovery Inc,0.087,"[('EVX', 0.036), ('SIMS', 0.028), ('MOON', 0.023)]"
AEM.TO,Agnico Eagle Mines Ltd,0.087,"[('RING', 0.044), ('GDX', 0.043)]"
POTX,Global X Cannabis ETF,0.087,"[('GXTG', 0.087)]"
PCG,PG&E Corp,0.087,"[('NLR', 0.051), ('HDGE', 0.036)]"
EFG,iShares MSCI EAFE Growth ETF,0.087,"[('QLS', 0.087)]"
MAV,Pioneer Muni High Inc Adv,0.087,"[('RTAI', 0.087)]"
EPR,Europris ASA,0.08600000000000001,"[('NETL', 0.042), ('ROOF', 0.029), ('DFE', 0.015)]"
HES,Hess Corp,0.08600000000000001,"[('FCG', 0.039), ('EQRR', 0.028), ('FMIL', 0.019)]"
AMBA.TW,Ambarella Inc,0.08600000000000001,"[('LOUP', 0.033), ('MOON', 0.022), ('HAIL', 0.016), ('QTUM', 0.015)]"
BOX,Box Inc A,0.086,"[('WFH', 0.031), ('ACTV', 0.029), ('WCLD', 0.026)]"
GGAL,Grupo Financiero Galicia SA ADR,0.086,"[('AGT', 0.043), ('ARGT', 0.043)]"
YPF,YPF SA ADR,0.086,"[('AGT', 0.043), ('ARGT', 0.043)]"
MNDI.L,Mondi PLC,0.086,"[('CUT', 0.046), ('WOOD', 0.04)]"
BFAM,Bright Horizons Family Solutions Inc,0.086,"[('EDUT', 0.086)]"
ORK,Orkla ASA,0.086,"[('ENOR', 0.043), ('NORW', 0.043)]"
LBRDK,Liberty Broadband Corp C,0.086,"[('IEME', 0.041), ('QQQN', 0.024), ('QQQJ', 0.016), ('EQAL', 0.005)]"
ATO,Atmos Energy Corp,0.086,"[('UTES', 0.046), ('FXU', 0.04)]"
FNDE,Schwab Fundamental Emerging Mar,0.086,"[('GDMA', 0.086)]"
SDAZ5,S&P 500 Annual Dividend Index Dec25,0.086,"[('IDIV', 0.077), ('XDIV', 0.009)]"
SDAZ4,S&P 500 Annual Dividend Index Dec24,0.086,"[('IDIV', 0.077), ('XDIV', 0.009)]"
CBSH,Commerce Bancshares Inc,0.086,"[('KBWR', 0.041), ('QABA', 0.032), ('KBE', 0.013)]"
NQH21,E-mini Nasdaq 100 Future Mar 21,0.086,"[('QID', 0.086)]"
LVMUY.PA,LVMH Moet Hennessy Louis Vuitton SE ADR,0.085,"[('AADR', 0.042), ('PTEU', 0.031), ('PTIN', 0.012)]"
APPN,Appian Corp A,0.085,"[('ROBT', 0.03), ('AIEQ', 0.027), ('GURU', 0.022), ('XSW', 0.006)]"
FEYE,FireEye Inc,0.085,"[('BUG', 0.048), ('HACK', 0.023), ('XITK', 0.014)]"
TIPX,SPDR Bloomberg 1-10 Year TIPS E,0.085,"[('RLY', 0.085)]"
EDD,MS Emerging Markets Domestic,0.08499999999999999,"[('RDFI', 0.055), ('ALTY', 0.03)]"
CDNA,CareDx Inc,0.08499999999999999,"[('ARKG', 0.043), ('GNOM', 0.042)]"
FFC,Flah&Crum Pref Securities Income,0.08499999999999999,"[('PAK', 0.043), ('DALT', 0.042)]"
UMI,USCF Midstream Energy Income Fu,0.08499999999999999,"[('EWK', 0.046), ('SDG', 0.039)]"
CSNA3.SA,Companhia Siderurgica Nacional,0.08499999999999999,"[('FLN', 0.039), ('FBZ', 0.032), ('FEM', 0.014)]"
PDN.AX,Paladin Energy Ltd,0.08499999999999999,"[('URNM', 0.055), ('URA', 0.03)]"
AGRO.SA,Adecoagro SA,0.084,"[('AGT', 0.042), ('ARGT', 0.042)]"
ORCC,Owl Rock Capital Corp Ordinary Shares,0.084,"[('BIZD', 0.084)]"
DJUN,FT Cboe Vest U.S. Equity Deep B,0.084,"[('BUFD', 0.084)]"
DAPR,FT Cboe Vest U.S. Equity Deep B,0.084,"[('BUFD', 0.084)]"
DMAR,FT Cboe Vest U.S. Equity Deep B,0.084,"[('BUFD', 0.084)]"
DMAY,FT Cboe Vest U.S. Equity Deep B,0.084,"[('BUFD', 0.084)]"
DFEB,FT Cboe Vest U.S. Equity Deep B,0.084,"[('BUFD', 0.084)]"
DJAN,FT Cboe Vest U.S. Equity Deep B,0.084,"[('BUFD', 0.084)]"
PAPR,Innovator U.S. Equity Power Buf,0.084,"[('BUFF', 0.084)]"
PMAY,Innovator U.S. Equity Power Buf,0.084,"[('BUFF', 0.084)]"
PMAR,Innovator U.S. Equity Power Buf,0.084,"[('BUFF', 0.084)]"
PJAN,Innovator U.S. Equity Power Buf,0.084,"[('BUFF', 0.084)]"
PFEB,Innovator U.S. Equity Power Buf,0.084,"[('BUFF', 0.084)]"
SSPK,Silver Spike Acquisition Corp Ordinary Shares Class A,0.084,"[('CNBS', 0.084)]"
096770.KS,SK Innovation Co Ltd,0.084,"[('CRAK', 0.062), ('MFEM', 0.018), ('JPIN', 0.004)]"
IPO,Renaissance IPO ETF,0.084,"[('DUDE', 0.084)]"
531642.BO,Marico Ltd,0.084,"[('INCO', 0.064), ('EMDV', 0.02)]"
FCNCA,First Citizens BancShares Inc Class A,0.084,"[('FTXO', 0.041), ('QABA', 0.027), ('KRE', 0.016)]"
RHI,Robert Half International Inc,0.084,"[('LSAT', 0.036), ('OUSM', 0.027), ('SPDV', 0.021)]"
AGR,Avangrid Inc,0.08399999999999999,"[('FXU', 0.043), ('DIVZ', 0.041)]"
CEMEXCPO.M,Cemex SAB de CV,0.08399999999999999,"[('FLMX', 0.048), ('FLN', 0.036)]"
8802,Mitsubishi Estate Co Ltd,0.08399999999999999,"[('IFGL', 0.023), ('WPS', 0.023), ('HAUZ', 0.019), ('VNQI', 0.019)]"
TCS,TCS Group Holding PLC GDR Repr Class -A- Reg-S,0.08399999999999999,"[('RSX', 0.054), ('RFEM', 0.02), ('UEVM', 0.01)]"
NAB.AX,National Australia Bank Ltd,0.083,"[('FLAU', 0.05), ('BBAX', 0.033)]"
DOCT,FT Cboe Vest U.S. Equity Deep B,0.083,"[('BUFD', 0.083)]"
DDEC,FT Cboe Vest U.S. Equity Deep B,0.083,"[('BUFD', 0.083)]"
DAUG,FT Cboe Vest U.S. Equity Deep B,0.083,"[('BUFD', 0.083)]"
DNOV,FT Cboe Vest U.S. Equity Deep B,0.083,"[('BUFD', 0.083)]"
PSEP,Innovator U.S. Equity Power Buf,0.083,"[('BUFF', 0.083)]"
PDEC,Innovator U.S. Equity Power Buf,0.083,"[('BUFF', 0.083)]"
PJUN,Innovator U.S. Equity Power Buf,0.083,"[('BUFF', 0.083)]"
POCT,Innovator U.S. Equity Power Buf,0.083,"[('BUFF', 0.083)]"
PNOV,Innovator U.S. Equity Power Buf,0.083,"[('BUFF', 0.083)]"
300142,Walvax Biotechnology Co Ltd,0.083,"[('CHB', 0.083)]"
02007,Country Garden Holdings Co Ltd,0.083,"[('CHIR', 0.064), ('DRW', 0.019)]"
00836,China Resources Power Holdings Co Ltd,0.083,"[('CHIU', 0.048), ('FCA', 0.035)]"
PSON.L,Pearson PLC,0.083,"[('EDUT', 0.083)]"
TXT,Textron Inc,0.083,"[('PPA', 0.042), ('XAR', 0.038), ('FSMD', 0.003)]"
HTRB,Hartford Total Return Bond ETF,0.083,"[('HNDL', 0.083)]"
VTRS,Viatris Inc,0.083,"[('IHE', 0.042), ('LBAY', 0.041)]"
9020,East Japan Railway Co,0.083,"[('INFR', 0.049), ('SDG', 0.034)]"
TCEHY,Tencent Holdings Ltd ADR,0.083,"[('KNGS', 0.083)]"
CWT,California Water Service Group,0.083,"[('PSCU', 0.083)]"
UU..L,United Utilities Group PLC,0.08299999999999999,"[('AQWA', 0.044), ('CGW', 0.039)]"
00268,Kingdee International Software Group Co Ltd,0.08299999999999999,"[('CHIK', 0.047), ('CQQQ', 0.036)]"
00392,Beijing Enterprises Holdings Ltd,0.08299999999999999,"[('CHIU', 0.046), ('FCA', 0.037)]"
03988,Bank Of China Ltd Class H,0.08299999999999999,"[('CHIX', 0.074), ('UEVM', 0.009)]"
JMAT.L,Johnson Matthey PLC,0.08299999999999999,"[('CTEC', 0.045), ('SDG', 0.038)]"
SDAZ3,S&P 500 Annual Dividend Index Dec23,0.08299999999999999,"[('IDIV', 0.075), ('XDIV', 0.008)]"
LITE,Lumentum Holdings Inc,0.08299999999999999,"[('IGN', 0.046), ('XTL', 0.03), ('SMDY', 0.007)]"
SAVA,Cassava Sciences Inc,0.08299999999999999,"[('XPH', 0.051), ('PILL', 0.032)]"
LOGN,Logitech International SA,0.082,"[('FSZ', 0.047), ('AADR', 0.035)]"
WH,Wyndham Hotels & Resorts Inc Ordinary Shares,0.082,"[('BEDZ', 0.048), ('HDGE', 0.034)]"
MAC,Macerich Co,0.082,"[('ROOF', 0.028), ('RDOG', 0.026), ('FYT', 0.01), ('PSC', 0.008), ('BLES', 0.005)]"
00788,China Tower Corp Ltd Ordinary Shares - Class H,0.082,"[('CHIC', 0.042), ('VPN', 0.04)]"
NUS,Nu Skin Enterprises Inc Class A,0.082,"[('FXG', 0.045), ('REGL', 0.019), ('DGRS', 0.018)]"
PEO,Bank Polska Kasa Opieki SA,0.082,"[('EPOL', 0.049), ('FRDM', 0.033)]"
2609.TW,Yang Ming Marine Transport Corp,0.082,"[('PIE', 0.048), ('FEMS', 0.022), ('EWX', 0.009), ('VSS', 0.003)]"
FEMSAUBD.M,"Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D)",0.082,"[('FLMX', 0.082)]"
SCHC,Schwab International Small-Cap ,0.082,"[('QLS', 0.047), ('GDMA', 0.035)]"
GSBD,Goldman Sachs BDC Inc,0.08199999999999999,"[('BIZD', 0.046), ('KBWD', 0.036)]"
GPN,Global Payments Inc,0.08199999999999999,"[('TPAY', 0.043), ('IPAY', 0.039)]"
06186,China Feihe Ltd Ordinary Shares,0.081,"[('CHIS', 0.048), ('IPOS', 0.033)]"
AGO,Assured Guaranty Ltd,0.081,"[('PVAL', 0.032), ('FXO', 0.017), ('PSCF', 0.013), ('FYT', 0.007), ('IJS', 0.006)]"
SRPT,Sarepta Therapeutics Inc,0.081,"[('GNOM', 0.041), ('IDNA', 0.04)]"
BDX,"Becton, Dickinson and Co",0.081,"[('IHI', 0.042), ('VSL', 0.039)]"
603501,Will Semiconductor Co Ltd Shanghai,0.081,"[('KFVG', 0.081)]"
JJSF,J&J Snack Foods Corp,0.081,"[('PSCC', 0.06), ('KSCD', 0.021)]"
OGZD,Gazprom PJSC ADR,0.081,"[('RSX', 0.081)]"
DSKY,Detskymir PJSC,0.081,"[('RSXJ', 0.081)]"
DML.TO,Denison Mines Corp,0.081,"[('URNM', 0.046), ('URA', 0.035)]"
SVT.L,Severn Trent PLC,0.08099999999999999,"[('AQWA', 0.045), ('CGW', 0.036)]"
STRL,Sterling Construction Co Inc,0.08099999999999999,"[('CBLS', 0.051), ('CBSE', 0.03)]"
01801,Innovent Biologics Inc,0.08099999999999999,"[('CHIH', 0.051), ('KURE', 0.03)]"
INVE B,Investor AB B,0.08099999999999999,"[('OEUR', 0.03), ('INTF', 0.022), ('RODE', 0.012), ('FEP', 0.009), ('RODM', 0.008)]"
SDAZ2,S&P 500 Annual Dividend Index Dec22,0.08099999999999999,"[('IDIV', 0.073), ('XDIV', 0.008)]"
300014,EVE Energy Co Ltd,0.08,"[('LIT', 0.058), ('BATT', 0.022)]"
HTGC,Hercules Capital Inc,0.08,"[('BIZD', 0.051), ('SDEF', 0.029)]"
GH,Guardant Health Inc,0.08,"[('LRNZ', 0.044), ('XHS', 0.019), ('BTEC', 0.017)]"
LXFR.L,Luxfer Holdings PLC,0.08,"[('CBLS', 0.05), ('CBSE', 0.03)]"
BV,BrightView Holdings Inc,0.08,"[('CBLS', 0.046), ('CBSE', 0.034)]"
STERV,Stora Enso Oyj Class R,0.08,"[('EFNL', 0.041), ('CUT', 0.039)]"
KINV B,Kinnevik AB B,0.08,"[('FICS', 0.023), ('IMOM', 0.022), ('FEP', 0.011), ('DEEF', 0.009), ('IMFL', 0.008)]"
CRDA.L,Croda International PLC,0.08,"[('EUDV', 0.024), ('PIZ', 0.024), ('EFAD', 0.016), ('RNDM', 0.016)]"
MCY.NZ,Mercury NZ Ltd,0.08,"[('ENZL', 0.046), ('RNRG', 0.034)]"
SRG.MI,Snam SpA,0.08,"[('FDD', 0.038), ('FLIY', 0.03), ('FDEV', 0.012)]"
SRU.UN.TO,SmartCentres Real Estate Investment Trust Trust Units Variable Voting,0.08,"[('SRET', 0.039), ('FID', 0.022), ('WDIV', 0.019)]"
BHARTIARTL,Bharti Airtel Ltd,0.08,"[('IXSE', 0.023), ('INDA', 0.02), ('PIN', 0.019), ('FLIN', 0.018)]"
KREF,KKR Real Estate Finance Trust Inc,0.08,"[('HYIN', 0.032), ('XSHD', 0.032), ('MDIV', 0.016)]"
KKR,KKR & Co Inc Ordinary Shares,0.08,"[('PFI', 0.032), ('PSP', 0.032), ('IMCG', 0.008), ('JOET', 0.008)]"
FWONK,Liberty Formula One Group C,0.08,"[('MVP', 0.08)]"
NNN,National Retail Properties Inc,0.08,"[('NETL', 0.08)]"
WFCPQ,Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-,0.08,"[('PFFV', 0.041), ('PGF', 0.025), ('PGX', 0.014)]"
SSA,Sistema PJSFC GDR,0.08,"[('RSXJ', 0.08)]"
EREGL,Eregli Demir Ve Celik Fabrikalari TAS,0.08,"[('TUR', 0.08)]"
AMCX,AMC Networks Inc A,0.079,"[('PSCU', 0.047), ('CALF', 0.021), ('EES', 0.008), ('IUSS', 0.003)]"
00175,Geely Automobile Holdings Ltd,0.079,"[('CARZ', 0.048), ('MOTO', 0.031)]"
ZTO,ZTO Express (Cayman) Inc ADR,0.079,"[('CHII', 0.079)]"
603288,Foshan Haitian Flavouring and Food Co Ltd Class A,0.079,"[('CHIS', 0.031), ('RAYC', 0.027), ('CNYA', 0.011), ('KBA', 0.01)]"
FIGXX,FidelityÂ® Inv MM Fds Government I,0.079,"[('LCR', 0.065), ('SMCP', 0.013), ('DFHY', 0.001)]"
SJR.B.TO,Shaw Communications Inc Class B,0.079,"[('DWX', 0.027), ('FID', 0.019), ('WDIV', 0.017), ('FGD', 0.014), ('IDLB', 0.002)]"
000568,Luzhou Laojiao Co Ltd,0.079,"[('KBUY', 0.05), ('GLCN', 0.029)]"
507685.BO,Wipro Ltd,0.079,"[('GLIN', 0.055), ('NFTY', 0.024)]"
PFDAVVNDA,Banco Davivienda SA Participating Preferred,0.079,"[('ICOL', 0.04), ('GXG', 0.039)]"
TITAN.BO,Titan Co Ltd,0.079,"[('INCO', 0.079)]"
OPI,Office Properties Income Trust,0.079,"[('KBWY', 0.047), ('XSHD', 0.032)]"
PMT,PennyMac Mortgage Investment Trust,0.079,"[('MORT', 0.044), ('SRET', 0.035)]"
ZENITH,Zenith Bank PLC,0.079,"[('NGE', 0.079)]"
CLNX.BC,Cellnex Telecom SA,0.079,"[('SRVR', 0.046), ('TOLZ', 0.026), ('RBIN', 0.007)]"
DPZ,Domino's Pizza Inc,0.07800000000000001,"[('EATZ', 0.045), ('LEAD', 0.025), ('RBUS', 0.008)]"
ATW,Attijariwafa Bank SA Registered Shares,0.078,"[('AFK', 0.054), ('FM', 0.024)]"
U11.SI,United Overseas Bank Ltd,0.078,"[('ASEA', 0.065), ('HDMV', 0.013)]"
000333,Midea Group Co Ltd Class A,0.078,"[('KBUY', 0.061), ('ASHR', 0.017)]"
AMRS,Amyris Inc,0.078,"[('THCX', 0.047), ('BFTR', 0.031)]"
BMRN,Biomarin Pharmaceutical Inc,0.078,"[('GNOM', 0.039), ('BTEC', 0.02), ('FXH', 0.019)]"
SEM,Select Medical Holdings Corp,0.078,"[('PSCH', 0.036), ('CALF', 0.021), ('SIXS', 0.015), ('PLTL', 0.006)]"
TMDX,TransMedics Group Inc,0.078,"[('CBLS', 0.064), ('XHE', 0.014)]"
SMLR,Semler Scientific Inc,0.078,"[('CBLS', 0.046), ('CBSE', 0.032)]"
1925,Daiwa House Industry Co Ltd,0.078,"[('DRW', 0.025), ('WPS', 0.021), ('VNQI', 0.017), ('ESGN', 0.015)]"
VOT,Vanguard Mid-Cap Growth ETF,0.078,"[('DWAT', 0.078)]"
BVN,Buenaventura Mining Co Inc ADR,0.078,"[('EPU', 0.041), ('SIL', 0.037)]"
SIL.TO,SilverCrest Metals Inc,0.078,"[('SILJ', 0.041), ('FORH', 0.037)]"
AMKR,Amkor Technology Inc,0.078,"[('FTXL', 0.043), ('JSML', 0.032), ('IUSS', 0.003)]"
NYCB,New York Community Bancorp Inc,0.078,"[('FTXO', 0.078)]"
CHRW,C.H. Robinson Worldwide Inc,0.078,"[('FTXR', 0.039), ('IYT', 0.039)]"
500825.BO,Britannia Industries Ltd,0.078,"[('INCO', 0.078)]"
AMS.TW,ams AG,0.078,"[('LOUP', 0.046), ('SNSR', 0.032)]"
WPC,W.P. Carey Inc,0.078,"[('NETL', 0.078)]"
TREX,Trex Co Inc,0.07799999999999999,"[('CWS', 0.045), ('IJK', 0.011), ('IVOG', 0.011), ('MDYG', 0.011)]"
NRG,NRG Energy Inc,0.07700000000000001,"[('RYU', 0.04), ('PUI', 0.035), ('USEQ', 0.002)]"
ERJ.SA,Embraer SA ADR,0.077,"[('BRF', 0.036), ('AADR', 0.031), ('WWJD', 0.01)]"
CLF2.L,Crude Oil Dec21,0.077,"[('DBC', 0.077)]"
PKN,Polski Koncern Naftowy ORLEN SA,0.077,"[('EPOL', 0.064), ('FEM', 0.013)]"
TEF.BC,Telefonica SA,0.077,"[('FIDI', 0.025), ('ICOW', 0.021), ('FGD', 0.017), ('ESGN', 0.014)]"
CHPT,ChargePoint Holdings Inc Ordinary Shares - Class A,0.077,"[('SIMS', 0.03), ('MOON', 0.025), ('SPXZ', 0.017), ('ETHO', 0.005)]"
FUTR.L,Future PLC,0.077,"[('MRAD', 0.053), ('IMOM', 0.021), ('GWX', 0.003)]"
VRSN,VeriSign Inc,0.077,"[('LSAT', 0.035), ('HUSV', 0.022), ('USMF', 0.013), ('ONEV', 0.007)]"
BRO,Brown & Brown Inc,0.077,"[('REGL', 0.019), ('XMLV', 0.016), ('IJK', 0.011), ('IVOG', 0.011), ('MDYG', 0.011)]"
EXPO,Exponent Inc,0.077,"[('PSCI', 0.026), ('XSHQ', 0.024), ('IJT', 0.009), ('SLYG', 0.009), ('VIOG', 0.009)]"
GNL,Global Net Lease Inc,0.077,"[('KBWY', 0.048), ('XSHD', 0.029)]"
NHI,National Health Investors Inc,0.077,"[('KBWY', 0.04), ('RDOG', 0.025), ('SMDV', 0.012)]"
MSGS,Madison Square Garden Sports Corp Class A,0.077,"[('MVP', 0.077)]"
HXL,Hexcel Corp,0.077,"[('ROKT', 0.039), ('XAR', 0.038)]"
KSS,Kohl's Corp,0.077,"[('WBIG', 0.046), ('XMVM', 0.018), ('RWK', 0.013)]"
VLUE,iShares MSCI USA Value Factor E,0.077,"[('SECT', 0.077)]"
ESPO,VanEck Video Gaming and eSports,0.077,"[('TMAT', 0.077)]"
INGR,Ingredion Inc,0.07600000000000001,"[('FXG', 0.042), ('ABEQ', 0.034)]"
VSTO,Vista Outdoor Inc,0.07600000000000001,"[('RZG', 0.025), ('DWMC', 0.011), ('SENT', 0.011), ('AFSM', 0.009), ('FYC', 0.009)]"
NMFC,New Mountain Finance Corp,0.07600000000000001,"[('BIZD', 0.041), ('KBWD', 0.035)]"
CNXC,Concentrix Corp Ordinary Shares,0.07600000000000001,"[('CSD', 0.048), ('FXL', 0.016), ('DFAT', 0.006), ('SIXL', 0.006)]"
STAA,Staar Surgical Co,0.07600000000000001,"[('GLRY', 0.025), ('QMOM', 0.021), ('FLQS', 0.009), ('IWO', 0.005), ('VTWG', 0.005)]"
IAM,Maroc Telecom SA,0.076,"[('AFK', 0.046), ('FM', 0.03)]"
ANZ.AX,Australia and New Zealand Banking Group Ltd,0.076,"[('FLAU', 0.046), ('BBAX', 0.03)]"
ANF,Abercrombie & Fitch Co Class A,0.076,"[('CALF', 0.022), ('QMOM', 0.021), ('SENT', 0.011), ('VUSE', 0.009), ('SVAL', 0.008)]"
00960,Longfor Group Holdings Ltd,0.076,"[('CHIR', 0.076)]"
01044,Hengan International Group Co Ltd,0.076,"[('CHIS', 0.033), ('EDIV', 0.026), ('RNEM', 0.017)]"
CU1,Corn Sept21,0.076,"[('DBA', 0.076)]"
EAST.CA,Eastern Co SAE,0.076,"[('EGPT', 0.076)]"
HII,Huntington Ingalls Industries Inc,0.076,"[('FEDX', 0.041), ('SPDV', 0.02), ('ESGS', 0.015)]"
URW.PA,Unibail-Rodamco-Westfield,0.076,"[('GBLD', 0.045), ('RWX', 0.017), ('IFGL', 0.014)]"
VIV.PA,Vivendi SA,0.076,"[('IPKW', 0.048), ('GENY', 0.028)]"
MXI,iShares Global Materials ETF,0.076,"[('GMOM', 0.076)]"
MNST,Monster Beverage Corp,0.076,"[('PSL', 0.037), ('IECS', 0.028), ('VFLQ', 0.011)]"
PBCT,People's United Financial Inc,0.076,"[('SPHD', 0.026), ('KNG', 0.02), ('QSY', 0.016), ('SPYD', 0.014)]"
VNM,VanEck Vietnam ETF,0.076,"[('VNM', 0.076)]"
EVV,EV Limited Duration Income,0.07500000000000001,"[('YYY', 0.041), ('PCEF', 0.023), ('CVY', 0.011)]"
KNT.TO,K92 Mining Inc,0.07500000000000001,"[('SGDJ', 0.05), ('JGLD', 0.025)]"
HLMA.L,Halma PLC,0.075,"[('CGW', 0.051), ('EUDV', 0.024)]"
DSL,DoubleLine Income Solutions,0.075,"[('YYY', 0.044), ('PCEF', 0.02), ('CVY', 0.011)]"
VNLA,Janus Henderson Short Duration ,0.075,"[('DALT', 0.075)]"
HEP,Holly Energy Partners LP,0.075,"[('MLPA', 0.048), ('DIV', 0.027)]"
VALMT,Valmet Corp,0.075,"[('EUSC', 0.02), ('DWCR', 0.018), ('FEUZ', 0.013), ('FEP', 0.009), ('ISVL', 0.009)]"
PERI,Perion Network Ltd,0.075,"[('MRAD', 0.039), ('IZRL', 0.022), ('GBGR', 0.014)]"
500096.BO,Dabur India Ltd Shs Dematerialised,0.075,"[('INCO', 0.075)]"
532424.BO,Godrej Consumer Products Ltd Shs Dematerialised,0.075,"[('INCO', 0.075)]"
MANU.L,Manchester United PLC Class A,0.075,"[('MVP', 0.075)]"
MDP,Meredith Corp,0.07400000000000001,"[('PSCU', 0.047), ('CALF', 0.021), ('SQLV', 0.006)]"
IQ,iQIYI Inc ADR,0.07400000000000001,"[('CHIC', 0.039), ('SUBZ', 0.035)]"
09999,NetEase Inc Ordinary Shares,0.07400000000000001,"[('FXI', 0.04), ('KEMQ', 0.034)]"
EFR,Energy Fuels Inc,0.07400000000000001,"[('URNM', 0.042), ('URA', 0.032)]"
ANDINA-B,Embotelladora Andina SA Participating Preferred,0.074,"[('AGT', 0.037), ('ARGT', 0.037)]"
00914,Anhui Conch Cement Co Ltd Class H,0.074,"[('CHIM', 0.074)]"
02628,China Life Insurance Co Ltd Class H,0.074,"[('CHIX', 0.037), ('ISEM', 0.037)]"
AM,Antero Midstream Corp,0.074,"[('MLPX', 0.046), ('DON', 0.017), ('SDIV', 0.011)]"
CNQ.TO,Canadian Natural Resources Ltd,0.074,"[('PID', 0.032), ('FILL', 0.022), ('VRAI', 0.013), ('IMFL', 0.007)]"
NCLH,Norwegian Cruise Line Holdings Ltd,0.074,"[('TRYP', 0.048), ('SPHB', 0.015), ('HIBL', 0.011)]"
VRTV,Veritiv Corp,0.074,"[('SIXS', 0.03), ('RZV', 0.026), ('XSVM', 0.013), ('OMFS', 0.005)]"
NBR,Nabors Industries Ltd,0.074,"[('XES', 0.046), ('PXI', 0.028)]"
600111,China Northern Rare Earth (Group) High-Tech Co Ltd,0.074,"[('REMX', 0.074)]"
GOAU4.SA,Metalurgica Gerdau SA Participating Preferred,0.07300000000000001,"[('BRF', 0.026), ('EWZS', 0.024), ('FBZ', 0.023)]"
BACPL,Bank of America Corp 7 1/4 % Non-Cum Perp Conv Pfd Shs Series -L-,0.07300000000000001,"[('PFFD', 0.023), ('QCON', 0.023), ('PFF', 0.014), ('CWB', 0.013)]"
9022,Central Japan Railway Co,0.07300000000000001,"[('ERTH', 0.04), ('INFR', 0.033)]"
ALGN,Align Technology Inc,0.07300000000000001,"[('UGCE', 0.041), ('NUMG', 0.032)]"
PZZA,Papa John's International Inc,0.073,"[('EATZ', 0.043), ('ACTV', 0.03)]"
STMN,Straumann Holding AG,0.073,"[('PRNT', 0.055), ('BMED', 0.018)]"
HEQ21,Lean Hog Future Aug 21,0.073,"[('DBA', 0.046), ('FUT', 0.027)]"
500124.BO,Dr Reddy's Laboratories Ltd,0.073,"[('GLIN', 0.051), ('NFTY', 0.022)]"
TOL,Toll Brothers Inc,0.073,"[('ITB', 0.031), ('HOMZ', 0.016), ('SYLD', 0.015), ('SDVY', 0.011)]"
BSX,Boston Scientific Corp,0.07200000000000001,"[('IHI', 0.041), ('AGNG', 0.031)]"
CPIN,PT Charoen Pokphand Indonesia Tbk,0.07200000000000001,"[('IDX', 0.041), ('EIDO', 0.031)]"
MNRL,Brigham Minerals Inc,0.07200000000000001,"[('INFL', 0.037), ('FORH', 0.035)]"
532978.BO,Bajaj Finserv Ltd,0.07200000000000001,"[('INDF', 0.049), ('NFTY', 0.023)]"
ICVT,iShares Convertible Bond ETF,0.07200000000000001,"[('QED', 0.049), ('QAI', 0.023)]"
ARCO.SA,Arcos Dorados Holdings Inc,0.072,"[('AGT', 0.036), ('ARGT', 0.036)]"
300601,Shenzhen Kangtai Biological Products Co Ltd A,0.072,"[('CHB', 0.072)]"
HQH,Tekla Healthcare Investors,0.072,"[('FCEF', 0.036), ('HIPS', 0.036)]"
068270.KS,Celltrion Inc,0.072,"[('KMED', 0.044), ('FLKR', 0.028)]"
