Symbol,Name,NumAppearances,Holders,DiffEntries,DiffValue
NWG.L,NatWest Group PLC,1,"[('FPXE', 0.028)]",-2,0
CPNG.KS,Coupang Inc Ordinary Shares - Class A,1,"[('FPXI', 0.024)]",-2,0
MHK,Mohawk Industries Inc,1,"[('FSMO', 0.014)]",-2,0
SPSN,Swiss Prime Site AG,1,"[('FSZ', 0.038)]",-2,0
SFSN,SFS Group AG,1,"[('FSZ', 0.037)]",-2,0
DUFN,Dufry AG,1,"[('FSZ', 0.036)]",-2,0
F34.SI,Wilmar International Ltd,1,"[('FTAG', 0.037)]",-2,0
EVK.DE,Evonik Industries AG,1,"[('FTAG', 0.027)]",-2,0
BBL.L,BHP Group PLC ADR,1,"[('FTRI', 0.1)]",-2,0
NYCB,New York Community Bancorp Inc,1,"[('FTXO', 0.078)]",-2,0
BLNK,Blink Charging Co,1,"[('FTXR', 0.097)]",-2,0
PCAR,PACCAR Inc,1,"[('FTXR', 0.039)]",-2,0
CCU21,Cocoa Future Sept 21,1,"[('FUT', 0.031)]",-2,0
CTF1,Cotton No 2 Future Dec 21,1,"[('FUT', 0.027)]",-2,0
FTIU21,AEX Index Future Sept 21,1,"[('FUT', 0.025)]",-2,0
HGU21,Copper Future Sept 21,1,"[('FUT', 0.023)]",-2,0
HLI,Houlihan Lokey Inc Class A,1,"[('FVD', 0.005)]",-2,0
ICOL,iShares Inc iShares MSCI Colomb,1,"[('GVAL', 0.07)]",-2,0
CAP,CAP SA,1,"[('GVAL', 0.028)]",-2,0
JSW,Jastrzebska Spolka Weglowa SA,1,"[('GVAL', 0.017)]",-2,0
WIE,Wienerberger AG,1,"[('GVAL', 0.017)]",-2,0
SIBN,Gazprom Neft PJSC,1,"[('GVAL', 0.017)]",-2,0
TM,Toyota Motor Corp ADR,48,"[('EWJV', 0.091), ('CARZ', 0.081), ('BBJP', 0.05), ('HEWJ', 0.047), ('FLJP', 0.045)]",-3,-4
INTC,Intel Corp,43,"[('TDIV', 0.077), ('USD', 0.077), ('SOXQ', 0.075), ('VLUE', 0.063), ('SOXL', 0.056)]",-3,-4
01299.HK,AIA Group Ltd,28,"[('FLHK', 0.206), ('BBAX', 0.074), ('DINT', 0.049), ('AIA', 0.045), ('JIG', 0.024)]",-3,-2
ENPH,Enphase Energy Inc,25,"[('TAN', 0.113), ('QCLN', 0.075), ('CTEC', 0.062), ('ACES', 0.061), ('GRID', 0.05)]",-3,-1
MRVL,Marvell Technology Inc,23,"[('PXQ', 0.057), ('WUGI', 0.057), ('MID', 0.043), ('SOXQ', 0.041), ('SOXL', 0.031)]",-3,-1
AVGO,Broadcom Inc,22,"[('TDIV', 0.079), ('FTXL', 0.077), ('SOXQ', 0.077), ('USD', 0.066), ('SOXL', 0.058)]",-3,-1
XLK,SPDR Select Sector Fund - Techn,16,"[('XLSR', 0.417), ('QPX', 0.303), ('SSUS', 0.277), ('QPT', 0.178), ('MPRO', 0.151)]",-3,0
SE.SI,Sea Ltd ADR,16,"[('WUGI', 0.076), ('HERO', 0.068), ('ESPO', 0.067), ('BUYZ', 0.06), ('FPXI', 0.054)]",-3,0
AVB,AvalonBay Communities Inc,16,"[('REIT', 0.068), ('REZ', 0.066), ('NURE', 0.05), ('SPRE', 0.045), ('PPTY', 0.04)]",-3,0
02269,WuXi Biologics (Cayman) Inc Registered Shs Unitary 144A/Reg S,15,"[('CHIH', 0.107), ('CHB', 0.106), ('KURE', 0.089), ('HELX', 0.067), ('FXI', 0.046)]",-3,0
RMD,ResMed Inc,12,"[('VSDA', 0.032), ('CZA', 0.02), ('RYH', 0.017), ('XHE', 0.014), ('FLQM', 0.011)]",-3,0
WES.AX,Wesfarmers Ltd,8,"[('PSP', 0.058), ('FLAU', 0.035), ('SCHY', 0.032), ('BBAX', 0.023), ('IDOG', 0.021)]",-3,0
SPCE,Virgin Galactic Holdings Inc Shs A,5,"[('ROKT', 0.05), ('XAR', 0.049), ('MOON', 0.026), ('SPXZ', 0.018), ('SPAK', 0.017)]",-3,0
ESU21,E-mini S&P 500 Future Sept 21,5,"[('XDIV', 0.558), ('MRSK', 0.493), ('PHDG', 0.256), ('SSO', 0.055), ('UPRO', 0.055)]",-3,0
ADC,Agree Realty Corp,5,"[('PSCF', 0.018), ('XSLV', 0.01), ('SLY', 0.004), ('SPSM', 0.004), ('VIOO', 0.004)]",-3,0
FNV.TO,Franco-Nevada Corp,4,"[('SGDM', 0.109), ('GOAU', 0.107), ('BOUT', 0.068), ('INFL', 0.046)]",-3,0
TAEE11.SA,Transmissora Alianca de Energia Eletrica SA Unit,4,"[('BRF', 0.042), ('DVYE', 0.02), ('DGS', 0.013), ('SDIV', 0.013)]",-3,0
SEM,Select Medical Holdings Corp,4,"[('PSCH', 0.036), ('CALF', 0.021), ('SIXS', 0.015), ('PLTL', 0.006)]",-3,0
7267,Honda Motor Co Ltd,4,"[('CARZ', 0.04), ('EKAR', 0.039), ('EWJV', 0.027), ('GSJY', 0.015)]",-3,0
CHK,Chesapeake Energy Corp Ordinary Shares - New,4,"[('CBTG', 0.088), ('PHYL', 0.009), ('IWN', 0.003), ('VTWV', 0.003)]",-3,0
VIE.PA,Veolia Environnement SA,4,"[('CGW', 0.054), ('EBLU', 0.039), ('FTRI', 0.038), ('PIO', 0.038)]",-3,0
BGNE,BeiGene Ltd ADR,4,"[('CHB', 0.08), ('CHIH', 0.067), ('IVSG', 0.053), ('KURE', 0.035)]",-3,0
002475,Luxshare Precision Industry Co Ltd,4,"[('KFVG', 0.076), ('CNXT', 0.035), ('GLCN', 0.033), ('EMDV', 0.024)]",-3,0
300015,Aier Eye Hospital Group Co Ltd,4,"[('KURE', 0.04), ('GLCN', 0.033), ('CNXT', 0.028), ('KMED', 0.025)]",-3,0
GMEXICOB.M,Grupo Mexico SAB de CV,4,"[('FLMX', 0.082), ('COPX', 0.046), ('FLLA', 0.023), ('DEM', 0.012)]",-3,0
SHV,iShares Short Treasury Bond ETF,4,"[('CPI', 0.23), ('QMN', 0.053), ('MCRO', 0.038), ('QAI', 0.025)]",-3,0
DAL,Delta Air Lines Inc,4,"[('JETS', 0.1), ('CRUZ', 0.073), ('TRYP', 0.044), ('OOTO', 0.036)]",-3,0
LUV,Southwest Airlines Co,4,"[('JETS', 0.098), ('CRUZ', 0.066), ('TRYP', 0.051), ('OOTO', 0.033)]",-3,0
RCL,Royal Caribbean Group,4,"[('CRUZ', 0.049), ('TRYP', 0.048), ('SPHB', 0.013), ('HIBL', 0.01)]",-3,0
MGEE,MGE Energy Inc,4,"[('CSB', 0.017), ('SMLV', 0.006), ('CSA', 0.004), ('CSF', 0.004)]",-3,0
BACPL,Bank of America Corp 7 1/4 % Non-Cum Perp Conv Pfd Shs Series -L-,4,"[('PFFD', 0.023), ('QCON', 0.023), ('PFF', 0.014), ('CWB', 0.013)]",-3,0
BURL,Burlington Stores Inc,4,"[('PEZ', 0.033), ('DWEQ', 0.029), ('NUMG', 0.025), ('SCHM', 0.005)]",-3,0
TPX,Tempur Sealy International Inc,4,"[('PSL', 0.032), ('DWEQ', 0.028), ('QMOM', 0.02), ('FXD', 0.016)]",-3,0
ESGU,iShares ESG Aware MSCI USA ETF,4,"[('EAOA', 0.443), ('EAOR', 0.333), ('EAOM', 0.222), ('EAOK', 0.167)]",-3,0
ESGD,iShares ESG Aware MSCI EAFE ETF,4,"[('EAOA', 0.203), ('EAOR', 0.152), ('EAOM', 0.102), ('EAOK', 0.076)]",-3,0
EAGG,iShares ESG Aware U.S. Aggregat,4,"[('EAOK', 0.697), ('EAOM', 0.596), ('EAOR', 0.397), ('EAOA', 0.198)]",-3,0
ESGE,iShares ESG Aware MSCI EM ETF,4,"[('EAOA', 0.098), ('EAOR', 0.073), ('EAOM', 0.049), ('EAOK', 0.037)]",-3,0
ESML,iShares ESG Aware MSCI USA Smal,4,"[('EAOA', 0.057), ('EAOR', 0.043), ('EAOM', 0.028), ('EAOK', 0.021)]",-3,0
FALABELLA,Falabella SA,4,"[('ECH', 0.046), ('EPU', 0.031), ('FRDM', 0.025), ('EDOG', 0.021)]",-3,0
LKOD,PJSC Lukoil ADR,4,"[('RSX', 0.072), ('ECOW', 0.021), ('EMDV', 0.021), ('XSOE', 0.011)]",-3,0
HUYA,HUYA Inc ADR,4,"[('NERD', 0.054), ('LOUP', 0.047), ('ERSX', 0.038), ('IRBO', 0.011)]",-3,0
MAA,Mid-America Apartment Communities Inc,4,"[('NURE', 0.051), ('REZ', 0.045), ('EWRE', 0.035), ('PPTY', 0.025)]",-3,0
TOU.TO,Tourmaline Oil Corp,4,"[('FYLD', 0.019), ('ISCF', 0.011), ('ISVL', 0.011), ('FDT', 0.008)]",-3,0
IYR,iShares U.S. Real Estate ETF,4,"[('FFSG', 0.111), ('TDSC', 0.11), ('TDSD', 0.108), ('TDSE', 0.1)]",-3,0
VCIT,Vanguard Intermediate-Term Corp,4,"[('VTC', 0.288), ('QLS', 0.109), ('FFTI', 0.105), ('HNDL', 0.049)]",-3,0
CNQ.TO,Canadian Natural Resources Ltd,4,"[('PID', 0.032), ('IGE', 0.023), ('FILL', 0.022), ('VRAI', 0.013)]",-3,0
MAXR,Maxar Technologies Inc,4,"[('ROKT', 0.043), ('XAR', 0.042), ('FORH', 0.034), ('FITE', 0.017)]",-3,0
RIO.AX,Rio Tinto Ltd,4,"[('PICK', 0.03), ('FLAU', 0.026), ('INTF', 0.019), ('FIVA', 0.014)]",-3,0
KEYS,Keysight Technologies Inc,4,"[('MID', 0.043), ('FIVG', 0.031), ('TENG', 0.026), ('MIDF', 0.016)]",-3,0
BHARTIARTL,Bharti Airtel Ltd,4,"[('IXSE', 0.023), ('INDA', 0.02), ('PIN', 0.019), ('FLIN', 0.018)]",-3,0
CNHI.L,CNH Industrial NV,4,"[('FTAG', 0.039), ('FLIY', 0.035), ('VEGI', 0.032), ('TTAI', 0.015)]",-3,0
APH,Amphenol Corp Class A,4,"[('PXQ', 0.048), ('PDP', 0.023), ('FLLV', 0.015), ('VFLQ', 0.01)]",-3,0
CSX,CSX Corp,4,"[('FTXR', 0.061), ('INFR', 0.046), ('UTRN', 0.04), ('VSL', 0.039)]",-3,0
JBL,Jabil Inc,4,"[('RWK', 0.021), ('FXL', 0.016), ('SMLF', 0.008), ('JHSC', 0.005)]",-3,0
ARES,Ares Management Corp Class A,3,"[('DDIV', 0.027), ('KCE', 0.018), ('BOSS', 0.012)]",-3,0
TECK.B.TO,Teck Resources Ltd Class B,3,"[('BOUT', 0.062), ('COPX', 0.052), ('FYLD', 0.013)]",-3,0
SNV,Synovus Financial Corp,3,"[('BOUT', 0.06), ('KBWR', 0.032), ('ISCV', 0.004)]",-3,0
GOAU4.SA,Metalurgica Gerdau SA Participating Preferred,3,"[('BRF', 0.026), ('EWZS', 0.024), ('FBZ', 0.023)]",-3,0
ALNY,Alnylam Pharmaceuticals Inc,3,"[('GERM', 0.054), ('GNOM', 0.044), ('BTEC', 0.026)]",-3,0
02899,Zijin Mining Group Co Ltd Class H,3,"[('CHIM', 0.077), ('COPX', 0.05), ('FCA', 0.033)]",-3,0
RIV.TO,RIV Capital Inc Ordinary Shares (Sub Voting),3,"[('CNBS', 0.051), ('THCX', 0.044), ('TOKE', 0.041)]",-3,0
SOON,Sonova Holding AG,2,"[('FICS', 0.026), ('JPIN', 0.004)]",-3,0
KER.PA,Kering SA,2,"[('FLFR', 0.035), ('FICS', 0.023)]",-3,0
KEY.TO,Keyera Corp,2,"[('FID', 0.024), ('WDIV', 0.021)]",-3,0
01038.L,CK Infrastructure Holdings Ltd,2,"[('FID', 0.017), ('IDHD', 0.014)]",-3,0
FISV,Fiserv Inc,2,"[('IPAY', 0.047), ('FINX', 0.043)]",-3,0
RPD,Rapid7 Inc,2,"[('WCBR', 0.054), ('FITE', 0.016)]",-3,0
RADA,Rada Electronics Industries Ltd,2,"[('FITE', 0.016), ('KOMP', 0.008)]",-3,0
ERIC,Telefonaktiebolaget L M Ericsson ADR Class B,2,"[('FIVG', 0.03), ('TENG', 0.025)]",-3,0
3563,Food & Life Companies Ltd,2,"[('FJP', 0.018), ('SCJ', 0.005)]",-3,0
3288,Open House Co Ltd,2,"[('IVAL', 0.021), ('FJP', 0.017)]",-3,0
EVR.L,EVRAZ PLC,2,"[('FKU', 0.024), ('SDIV', 0.011)]",-3,0
ITSA4.SA,Itausa Investimentos ITAU SA Participating Preferred,2,"[('FLN', 0.036), ('FLBR', 0.021)]",-3,0
ISP.MI,Intesa Sanpaolo,2,"[('FLIY', 0.096), ('NUDM', 0.017)]",-3,0
STLA,Stellantis NV,2,"[('FLIY', 0.085), ('INTF', 0.021)]",-3,0
005380.KS,Hyundai Motor Co,2,"[('FLKR', 0.032), ('MFEM', 0.023)]",-3,0
068270.KS,Celltrion Inc,2,"[('KMED', 0.044), ('FLKR', 0.028)]",-3,0
GFNORTEO.M,Grupo Financiero Banorte SAB de CV Class O,2,"[('FLMX', 0.106), ('FLLA', 0.029)]",-3,0
WALMEX.MX,Wal - Mart de Mexico SAB de CV,2,"[('FLMX', 0.089), ('FLLA', 0.025)]",-3,0
CEMEXCPO.M,Cemex SAB de CV,2,"[('FLMX', 0.048), ('FLN', 0.036)]",-3,0
JCOM,J2 Global Inc,2,"[('FLQS', 0.009), ('USVM', 0.004)]",-3,0
NVTK,NOVATEK PJSC,2,"[('FLRU', 0.081), ('RSX', 0.059)]",-3,0
GMKN,Mining and Metallurgical Company NORILSK NICKEL PJSC,2,"[('FLRU', 0.05), ('OBOR', 0.05)]",-3,0
TESXU1,EURO STOXX 50 Index Total Return Sept21,2,"[('WTMF', 0.066), ('FLSP', 0.037)]",-3,0
LONN,Lonza Group Ltd,2,"[('HELX', 0.033), ('FLSW', 0.029)]",-3,0
SIKA,Sika AG,2,"[('FSZ', 0.036), ('FLSW', 0.027)]",-3,0
2308.TW,Delta Electronics Inc,2,"[('FLTW', 0.027), ('NUEM', 0.017)]",-3,0
2002.TW,China Steel Corp,2,"[('RNEM', 0.024), ('FLTW', 0.019)]",-3,0
GFI.JO,Gold Fields Ltd,2,"[('RING', 0.037), ('FLZA', 0.033)]",-3,0
ANG.JO,Anglogold Ashanti Ltd,2,"[('RING', 0.035), ('FLZA', 0.032)]",-3,0
VHM,Vinhomes JSC,2,"[('VNM', 0.073), ('FM', 0.021)]",-3,0
CHS,Chico's FAS Inc,2,"[('FNDA', 0.006), ('PRFZ', 0.003)]",-3,0
EXPR,"Express, Inc.",2,"[('FNDA', 0.005), ('PRFZ', 0.003)]",-3,0
XRAY,Dentsply Sirona Inc,2,"[('RNMC', 0.013), ('FSMD', 0.003)]",-3,0
MOS,The Mosaic Co,2,"[('FXZ', 0.046), ('VEGI', 0.022)]",-3,0
TKR,The Timken Co,2,"[('FXZ', 0.036), ('VNMC', 0.029)]",-3,0
GVAL,Cambria Global Value ETF,2,"[('TRTY', 0.058), ('GAA', 0.052)]",-3,0
FYLD,Cambria Foreign Shareholder Yie,2,"[('TRTY', 0.072), ('GAA', 0.045)]",-3,0
QMOM,Alpha Architect U.S. Quantitati,2,"[('VMOT', 0.21), ('GAA', 0.041)]",-3,0
SPEM,SPDR Index Shares Fund SPDR Por,2,"[('SQEW', 0.107), ('GAL', 0.07)]",-3,0
CRSR,Corsair Gaming Inc Ordinary Shares,2,"[('NERD', 0.048), ('GBGR', 0.016)]",-3,0
SWCH,Switch Inc Class A,2,"[('GBGR', 0.014), ('RNSC', 0.01)]",-3,0
8951,Nippon Building Fund Inc,2,"[('GBLD', 0.038), ('RWX', 0.018)]",-3,0
ABC,AmerisourceBergen Corp,2,"[('GBLO', 0.048), ('RWL', 0.015)]",-3,0
ITT,ITT Inc,2,"[('PRN', 0.023), ('JHSC', 0.005)]",-3,0
WLTW.L,Willis Towers Watson PLC,2,"[('JOET', 0.009), ('VOE', 0.009)]",-3,0
YNDX,Yandex NV Shs Class-A-,2,"[('RSX', 0.047), ('JOET', 0.009)]",-3,0
4901,FUJIFILM Holdings Corp,2,"[('RBIN', 0.007), ('JPIN', 0.004)]",-3,0
SHL.AX,Sonic Healthcare Ltd,2,"[('QINT', 0.013), ('JPIN', 0.004)]",-3,0
WIRE,Encore Wire Corp,1,"[('AIRR', 0.034)]",-3,0
HDG,ProShares Hedge Replication ETF,1,"[('ALTS', 0.252)]",-3,0
RINF,ProShares Inflation Expectation,1,"[('ALTS', 0.161)]",-3,0
RALS,ProShares RAFI Long Short ETF,1,"[('ALTS', 0.147)]",-3,0
TOLZ,ProShares DJ Brookfield Global ,1,"[('ALTS', 0.139)]",-3,0
PEX,ProShares Global Listed Private,1,"[('ALTS', 0.127)]",-3,0
MRGR,ProShares Merger ETF,1,"[('ALTS', 0.12)]",-3,0
FUT,ProShares Managed Futures Strat,1,"[('ALTS', 0.054)]",-3,0
SRET,Global X SuperDividend REIT ETF,1,"[('ALTY', 0.168)]",-3,0
VOW.DE,Volkswagen AG,1,"[('BNE', 0.016)]",-3,0
086520.KS,Ecopro Co Ltd,1,"[('BNE', 0.013)]",-3,0
SQM,Sociedad Quimica Y Minera De Chile SA ADR,1,"[('BNE', 0.013)]",-3,0
357780.KS,Soulbrain Co Ltd Ordinary Shares,1,"[('BNE', 0.013)]",-3,0
066970.KS,L & F Co Ltd,1,"[('BNE', 0.013)]",-3,0
BRNM0.L,Brent Crude Future Apr 20,1,"[('BNO', 0.504)]",-3,0
MDY,SPDR MidCap Trust Series I,1,"[('BOB', 0.302)]",-3,0
GM1,Fin Fut Uk Gilt Ice 09/28/21,1,"[('BOND', 0.026)]",-3,0
6506,YASKAWA Electric Corp,1,"[('BOTZ', 0.043)]",-3,0
RSW.L,Renishaw PLC,1,"[('BOTZ', 0.042)]",-3,0
6645,OMRON Corp,1,"[('BOTZ', 0.039)]",-3,0
AZUL.SA,Azul SA ADR,1,"[('BRF', 0.031)]",-3,0
OIBR.C.SA,Oi SA ADR,1,"[('BRF', 0.025)]",-3,0
COGN3.SA,CognaEducacao SA,1,"[('BRF', 0.024)]",-3,0
GOL.SA,Gol Intelligent Airlines Inc ADR,1,"[('BRF', 0.023)]",-3,0
BRML3.SA,BR Malls Participacoes SA,1,"[('BRF', 0.023)]",-3,0
PODD,Insulet Corp,1,"[('BTEC', 0.024)]",-3,0
6415.TW,Silergy Corp,1,"[('BTEK', 0.02)]",-3,0
FOUR,Shift4 Payments Inc Class A,1,"[('BTEK', 0.016)]",-3,0
DJUN,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.084)]",-3,0
DAPR,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.084)]",-3,0
DMAR,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.084)]",-3,0
DMAY,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.084)]",-3,0
DFEB,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.084)]",-3,0
DJAN,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.084)]",-3,0
DOCT,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.083)]",-3,0
DDEC,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.083)]",-3,0
DAUG,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.083)]",-3,0
DNOV,FT Cboe Vest U.S. Equity Deep B,1,"[('BUFD', 0.083)]",-3,0
PAPR,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.084)]",-3,0
PMAY,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.084)]",-3,0
PMAR,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.084)]",-3,0
PJAN,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.084)]",-3,0
PFEB,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.084)]",-3,0
PSEP,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.083)]",-3,0
PDEC,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.083)]",-3,0
PJUN,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.083)]",-3,0
POCT,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.083)]",-3,0
PNOV,Innovator U.S. Equity Power Buf,1,"[('BUFF', 0.083)]",-3,0
FFEB,FT Cboe Vest U.S. Equity Buffer,1,"[('BUFR', 0.255)]",-3,0
FNOV,FT Cboe Vest U.S. Equity Buffer,1,"[('BUFR', 0.251)]",-3,0
FAUG,FT Cboe Vest U.S. Equity Buffer,1,"[('BUFR', 0.249)]",-3,0
FMAY,FT Cboe Vest U.S. Equity Buffer,1,"[('BUFR', 0.245)]",-3,0
AVST.L,Avast PLC,1,"[('BUG', 0.044)]",-3,0
ADYEY,Adyen NV ADR,1,"[('BUYZ', 0.026)]",-3,0
RKT,Rocket Companies Inc Ordinary Shares Class A,1,"[('BUZZ', 0.03)]",-3,0
ABG,Asbury Automotive Group Inc,1,"[('CALF', 0.02)]",-3,0
SBH,Sally Beauty Holdings Inc,1,"[('CALF', 0.02)]",-3,0
SKY,Skyline Champion Corp,1,"[('CBLS', 0.068)]",-3,0
SNE,Sony Group Corp ADR,1,"[('CBLS', 0.055)]",-3,0
AKTS,Akoustis Technologies Inc,1,"[('CBTG', 0.175)]",-3,0
RYCEY.L,Rolls-Royce Holdings PLC ADR,1,"[('CBTG', 0.057)]",-3,0
KURA,Kura Oncology Inc,1,"[('CBTG', 0.038)]",-3,0
VYNE,VYNE Therapeutics Inc,1,"[('CBTG', 0.037)]",-3,0
PUBM,PubMatic Inc Ordinary Shares - Class A,1,"[('CBTG', 0.032)]",-3,0
INSG,Inseego Corp,1,"[('CBTG', 0.031)]",-3,0
CPZ,Calamos L/S Equity & Dynamic Inc Trust,1,"[('CEFS', 0.089)]",-3,0
IVH,Ivy High Income Opportunities,1,"[('CEFS', 0.062)]",-3,0
MSD,MS Emerging Markets Debt,1,"[('CEFS', 0.047)]",-3,0
NCZ,Virtus AllianzGI Convert & Inc Fund II,1,"[('CEFS', 0.045)]",-3,0
SPE,Special Opportunities Fund,1,"[('CEFS', 0.043)]",-3,0
2883.TW,China Development Financial Holding Corp,1,"[('CEY', 0.023)]",-3,0
MTSS,Mobile TeleSystems PJSC,1,"[('CEY', 0.019)]",-3,0
1101.TW,Taiwan Cement Corp,1,"[('CEY', 0.019)]",-3,0
2890.TW,SinoPac Financial Holdings Co Ltd,1,"[('CEY', 0.018)]",-3,0
2633.TW,Taiwan High Speed Rail Corp,1,"[('CEY', 0.016)]",-3,0
INTUCH,Intouch Holdings PCL,1,"[('CEY', 0.015)]",-3,0
ASHR,Xtrackers Harvest CSI 300 China,1,"[('CHAU', 0.373)]",-3,0
300142,Walvax Biotechnology Co Ltd,1,"[('CHB', 0.083)]",-3,0
300601,Shenzhen Kangtai Biological Products Co Ltd A,1,"[('CHB', 0.072)]",-3,0
000661,Changchun High and New Technology Industry Group Inc,1,"[('CHB', 0.064)]",-3,0
300676,BGI Genomics Co Ltd Class A,1,"[('CHB', 0.043)]",-3,0
300357,Zhejiang Wolwo Bio-Pharmaceutical Co Ltd Class A,1,"[('CHB', 0.041)]",-3,0
WB,Weibo Corp ADR Class A,1,"[('CHIC', 0.038)]",-3,0
002624,Perfect World Co Ltd,1,"[('CHIC', 0.036)]",-3,0
300413,Mango Excellent Media Co Ltd,1,"[('CHIC', 0.033)]",-3,0
02883,China Oilfield Services Ltd Class H,1,"[('CHIE', 0.07)]",-3,0
000983,Shanxi Coking Coal Energy Group Co Ltd,1,"[('CHIE', 0.057)]",-3,0
601699,Shanxi Lu'an Environmental Energy Development Co Ltd,1,"[('CHIE', 0.052)]",-3,0
002353,Yantai Jereh Oilfield Services Group Co Ltd,1,"[('CHIE', 0.052)]",-3,0
600256,Guanghui Energy Co Ltd,1,"[('CHIE', 0.046)]",-3,0
900948,Inner Mongolia Yitai Coal Co Ltd,1,"[('CHIE', 0.046)]",-3,0
00241,Alibaba Health Information Technology Ltd,1,"[('CHIH', 0.03)]",-3,0
00853,MicroPort Scientific Corp,1,"[('CHIH', 0.025)]",-3,0
ZTO,ZTO Express (Cayman) Inc ADR,1,"[('CHII', 0.079)]",-3,0
00586,China Conch Venture Holdings Ltd,1,"[('CHII', 0.044)]",-3,0
00656.HK,Fosun International Ltd,1,"[('CHII', 0.024)]",-3,0
03319,A-Living Smart City Services Co Ltd Class H,1,"[('CHII', 0.019)]",-3,0
RYAAY.IR,Ryanair Holdings PLC ADR,1,"[('CRUZ', 0.039)]",-3,0
IHG.L,InterContinental Hotels Group PLC ADR,1,"[('CRUZ', 0.032)]",-3,0
PRFT,Perficient Inc,1,"[('CSA', 0.003)]",-3,0
OTTR,Otter Tail Corp,1,"[('CSB', 0.015)]",-3,0
IDCC,InterDigital Inc,1,"[('CSB', 0.014)]",-3,0
EBF,Ennis Inc,1,"[('CSB', 0.014)]",-3,0
CLF2.SA,Crude Oil Dec21,1,"[('DBE', 0.124)]",-3,0
HFG.DE,HelloFresh SE Bearer Shares,1,"[('FGM', 0.047)]",-3,0
1U1.DE,1&1 Drillisch AG,1,"[('FGM', 0.046)]",-3,0
HEI.DE,HeidelbergCement AG,1,"[('FGM', 0.043)]",-3,0
JUN3.DE,Jungheinrich AG Participating Preferred,1,"[('FGM', 0.041)]",-3,0
WCH.DE,Wacker Chemie AG,1,"[('FGM', 0.04)]",-3,0
H78.SI,Hongkong Land Holdings Ltd,1,"[('FIDI', 0.032)]",-3,0
STNE.SA,StoneCo Ltd,1,"[('FINX', 0.047)]",-3,0
XRO.NZ,Xero Ltd,1,"[('FINX', 0.045)]",-3,0
SPMB,SPDR Portfolio Mortgage Backed ,1,"[('FISR', 0.303)]",-3,0
SPTI,SPDR Portfolio Intermediate Ter,1,"[('FISR', 0.114)]",-3,0
ATEN,A10 Networks Inc,1,"[('FITE', 0.016)]",-3,0
AV..L,Aviva PLC,1,"[('FIVA', 0.013)]",-3,0
3923,Rakus Co Ltd,1,"[('FJP', 0.019)]",-3,0
4062,Ibiden Co Ltd,1,"[('FJP', 0.019)]",-3,0
4042,Tosoh Corp,1,"[('FJP', 0.018)]",-3,0
1803,Shimizu Corp,1,"[('FJP', 0.017)]",-3,0
6723,Renesas Electronics Corp,1,"[('FJP', 0.017)]",-3,0
3291,Iida Group Holdings Co Ltd,1,"[('FJP', 0.017)]",-3,0
BT.A.L,BT Group PLC,1,"[('FKU', 0.028)]",-3,0
SXS.L,Spectris PLC,1,"[('FKU', 0.022)]",-3,0
WOW.AX,Woolworths Group Ltd,1,"[('FLAU', 0.03)]",-3,0
FP.PA,Total SE,1,"[('FLFR', 0.058)]",-3,0
AIR,Airbus SE,1,"[('FLFR', 0.038)]",-3,0
00669.HK,Techtronic Industries Co Ltd,1,"[('FLHK', 0.037)]",-3,0
ENI.MI,Eni SpA,1,"[('FLIY', 0.065)]",-3,0
G.MI,Assicurazioni Generali,1,"[('FLIY', 0.056)]",-3,0
UCG.MI,UniCredit SpA,1,"[('FLIY', 0.049)]",-3,0
RACE.MI,Ferrari NV,1,"[('FLIY', 0.046)]",-3,0
MONC.MI,Moncler SpA,1,"[('FLIY', 0.032)]",-3,0
MN2M1,Mini Nikkei 225 Index Future June21,1,"[('FLJH', 0.016)]",-3,0
J,Jacobs Engineering Group Inc,1,"[('FLM', 0.033)]",-3,0
EN.PA,Bouygues,1,"[('FLM', 0.03)]",-3,0
SKA B,Skanska AB Class B,1,"[('FLM', 0.029)]",-3,0
FGR.PA,Eiffage SA,1,"[('FLM', 0.028)]",-3,0
FEMSAUBD.M,"Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D)",1,"[('FLMX', 0.082)]",-3,0
TLEVISACPO,Grupo Televisa SAB,1,"[('FLMX', 0.042)]",-3,0
