Symbol,Name,NumAppearances,Holders,DiffEntries,DiffValue
HP,Helmerich & Payne Inc,4,"[('PXJ', 0.079), ('PSCE', 0.071), ('IEZ', 0.048), ('XES', 0.047)]",972,2
SAFM,Sanderson Farms Inc,2,"[('PBJ', 0.031), ('EWMC', 0.003)]",930,1
HFC,HollyFrontier Corp,2,"[('CRAK', 0.044), ('RFV', 0.022)]",787,1
CSIQ,Canadian Solar Inc,2,"[('CNRG', 0.028), ('PBW', 0.019)]",782,1
LITE,Lumentum Holdings Inc,3,"[('IGN', 0.046), ('XTL', 0.03), ('SMDY', 0.007)]",736,1
MCRB,Seres Therapeutics Inc,2,"[('XBI', 0.007), ('BBC', 0.006)]",708,1
NOV,NOV Inc,3,"[('PXJ', 0.064), ('IEZ', 0.043), ('YPS', 0.006)]",701,1
KHC,The Kraft Heinz Co,3,"[('PBJ', 0.047), ('WBIY', 0.046), ('SZNE', 0.017)]",693,1
VIAV,Viavi Solutions Inc,3,"[('IGN', 0.046), ('XTL', 0.029), ('PSCT', 0.028)]",687,1
REZI,Resideo Technologies Inc,3,"[('PSCI', 0.024), ('IJS', 0.008), ('VIOV', 0.008)]",679,1
BKU,BankUnited Inc,3,"[('PSCF', 0.015), ('IJS', 0.007), ('VIOV', 0.007)]",674,1
BSX,Boston Scientific Corp,2,"[('IHI', 0.041), ('AGNG', 0.031)]",674,1
PPBI,Pacific Premier Bancorp Inc,3,"[('PSCF', 0.015), ('IJS', 0.007), ('VIOV', 0.007)]",672,1
MCK,McKesson Corp,3,"[('PKW', 0.037), ('RWL', 0.019), ('IMCV', 0.007)]",659,1
INT,World Fuel Services Corp,3,"[('RFV', 0.018), ('RWK', 0.013), ('SQLV', 0.007)]",641,1
LTHM,Livent Corp,3,"[('PSCM', 0.052), ('PYZ', 0.039), ('TEGS', 0.018)]",621,1
LPLA,LPL Financial Holdings Inc,3,"[('IAI', 0.043), ('PFI', 0.038), ('IVDG', 0.031)]",580,1
OC,Owens-Corning Inc,3,"[('IJJ', 0.008), ('IVOV', 0.008), ('MDYV', 0.008)]",575,1
LEA,Lear Corp,3,"[('IJJ', 0.008), ('IVOV', 0.008), ('MDYV', 0.008)]",575,1
Y,Alleghany Corp,3,"[('IJJ', 0.007), ('IVOV', 0.007), ('MDYV', 0.007)]",575,1
SNOW,Snowflake Inc Ordinary Shares - Class A,3,"[('IPO', 0.095), ('VCLO', 0.045), ('XWEB', 0.024)]",553,1
HUM,Humana Inc,3,"[('IHF', 0.047), ('GBLO', 0.03), ('XHS', 0.019)]",521,1
ALKS,Alkermes PLC,3,"[('FTXH', 0.043), ('PBE', 0.038), ('SBIO', 0.022)]",513,1
FCNCA,First Citizens BancShares Inc Class A,3,"[('FTXO', 0.041), ('QABA', 0.027), ('KRE', 0.016)]",511,1
PTEN,Patterson-UTI Energy Inc,5,"[('PXJ', 0.056), ('XES', 0.045), ('PSCE', 0.04), ('IEZ', 0.032), ('JPSE', 0.004)]",479,2
DQ,Daqo New Energy Corp ADR,3,"[('TAN', 0.035), ('PBW', 0.018), ('EWX', 0.003)]",476,1
COMM,CommScope Holding Co Inc,3,"[('IGN', 0.046), ('EQAL', 0.005), ('FNDA', 0.003)]",474,1
VSAT,Viasat Inc,3,"[('UFO', 0.046), ('IGN', 0.045), ('EQAL', 0.005)]",474,1
RJF,Raymond James Financial Inc,3,"[('IAI', 0.045), ('EQRR', 0.03), ('VNMC', 0.025)]",473,1
RGEN,Repligen Corp,5,"[('HELX', 0.045), ('PBE', 0.042), ('FRTY', 0.036), ('XMMO', 0.026), ('RFG', 0.022)]",433,2
FRT,Federal Realty Investment Trust,3,"[('KNG', 0.018), ('SDY', 0.018), ('DIVA', 0.011)]",420,1
01772,Ganfeng Lithium Co Ltd,3,"[('REMX', 0.062), ('CHIM', 0.041), ('PBD', 0.012)]",386,1
4502,Takeda Pharmaceutical Co Ltd,3,"[('EWJV', 0.027), ('HJPX', 0.015), ('CEFA', 0.012)]",378,1
7741,Hoya Corp,3,"[('HJPX', 0.018), ('CEFA', 0.012), ('ISZE', 0.002)]",378,1
MGNX,Macrogenics Inc,3,"[('CNCR', 0.04), ('XBI', 0.008), ('BBC', 0.007)]",358,1
TWST,Twist Bioscience Corp,3,"[('ARKG', 0.036), ('IBBJ', 0.018), ('XBI', 0.007)]",356,1
SYK,Stryker Corp,3,"[('IHI', 0.043), ('IEHS', 0.031), ('AGNG', 0.029)]",341,1
KSS,Kohl's Corp,4,"[('WBIG', 0.046), ('RFV', 0.019), ('XMVM', 0.018), ('RWK', 0.013)]",330,1
JAZZ,Jazz Pharmaceuticals PLC,4,"[('NIFE', 0.047), ('XPH', 0.044), ('TOKE', 0.043), ('IHE', 0.042)]",329,1
SSTK,Shutterstock Inc,4,"[('XWEB', 0.024), ('RNSC', 0.009), ('SIXL', 0.006), ('SSLY', 0.006)]",326,1
FHB,First Hawaiian Inc,4,"[('KBWR', 0.022), ('PSCF', 0.014), ('IJS', 0.006), ('VIOV', 0.006)]",309,1
MNST,Monster Beverage Corp,4,"[('PBJ', 0.05), ('PSL', 0.037), ('IECS', 0.028), ('VFLQ', 0.011)]",293,1
CIT,CIT Group Inc,4,"[('MRGR', 0.043), ('KRE', 0.016), ('IWN', 0.003), ('VTWV', 0.003)]",291,1
TT,Trane Technologies PLC,4,"[('PKB', 0.053), ('PRN', 0.035), ('PAVE', 0.031), ('IWR', 0.004)]",291,1
MKTX,MarketAxess Holdings Inc,4,"[('IAI', 0.048), ('HDGE', 0.033), ('RYF', 0.017), ('SPGP', 0.017)]",285,1
TXT,Textron Inc,4,"[('ITA', 0.042), ('PPA', 0.042), ('XAR', 0.038), ('FSMD', 0.003)]",280,1
FRC,First Republic Bank,4,"[('IAT', 0.055), ('FTXO', 0.042), ('KBWB', 0.042), ('KRE', 0.016)]",278,1
YETI,YETI Holdings Inc,4,"[('RFG', 0.021), ('XMHQ', 0.021), ('FNY', 0.009), ('JHSC', 0.005)]",275,1
SLM,SLM Corp,4,"[('RFG', 0.023), ('FXO', 0.018), ('EZM', 0.009), ('JHSC', 0.005)]",263,1
CB,Chubb Ltd,4,"[('IAK', 0.104), ('KBWP', 0.078), ('DFNL', 0.046), ('TEQI', 0.02)]",246,1
AFL,Aflac Inc,4,"[('CWS', 0.045), ('IAK', 0.044), ('IMCV', 0.008), ('IWS', 0.005)]",238,1
TREX,Trex Co Inc,4,"[('CWS', 0.045), ('IJK', 0.011), ('IVOG', 0.011), ('MDYG', 0.011)]",238,1
JKS,JinkoSolar Holding Co Ltd ADR,4,"[('CNRG', 0.034), ('PBW', 0.024), ('ECNS', 0.016), ('PBD', 0.01)]",234,1
CTLT,Catalent Inc,6,"[('PBE', 0.061), ('XPH', 0.046), ('IHE', 0.045), ('FTXH', 0.041), ('PILL', 0.028)]",233,2
AMCX,AMC Networks Inc A,6,"[('PSCU', 0.047), ('PEJ', 0.036), ('PEJ', 0.036), ('CALF', 0.021), ('EES', 0.008)]",230,2
JNPR,Juniper Networks Inc,4,"[('IGN', 0.082), ('IHAK', 0.038), ('CIBR', 0.029), ('QSY', 0.015)]",228,1
FDS,FactSet Research Systems Inc,9,"[('IJK', 0.011), ('IVOG', 0.011), ('MDYG', 0.011), ('MIDE', 0.008), ('XJH', 0.006)]",227,3
01548,Genscript Biotech Corp Shs Unitary 144A/Reg S,4,"[('GNOM', 0.045), ('CHB', 0.038), ('CHNA', 0.033), ('CHIH', 0.028)]",221,1
ELAN,Elanco Animal Health Inc,4,"[('XPH', 0.047), ('IHE', 0.046), ('PILL', 0.029), ('BTEC', 0.022)]",215,1
TBIO,Translate Bio Inc,4,"[('XBI', 0.008), ('BBC', 0.007), ('LABU', 0.004), ('CSML', 0.003)]",205,1
BRKS,Brooks Automation Inc,4,"[('BOTZ', 0.061), ('RFG', 0.022), ('JHSC', 0.005), ('BBSC', 0.004)]",204,1
JLL,Jones Lang LaSalle Inc,4,"[('AFMC', 0.016), ('IJJ', 0.008), ('IVOV', 0.008), ('MDYV', 0.008)]",194,1
SNX,Synnex Corp,4,"[('XMVM', 0.019), ('RFV', 0.018), ('RWK', 0.017), ('AFMC', 0.011)]",194,1
NAVI,Navient Corp,4,"[('RFV', 0.022), ('EES', 0.013), ('AFSM', 0.01), ('FYX', 0.004)]",194,1
FHN,First Horizon Corp,5,"[('PY', 0.017), ('IJJ', 0.008), ('IVOV', 0.008), ('MDYV', 0.008), ('NUSC', 0.008)]",174,1
MASI,Masimo Corp,5,"[('XHE', 0.013), ('IJK', 0.011), ('IVOG', 0.011), ('MDYG', 0.011), ('USEQ', 0.002)]",172,1
ADSK,Autodesk Inc,5,"[('PRNT', 0.043), ('IQM', 0.033), ('QGRO', 0.029), ('IGV', 0.026), ('SSPY', 0.007)]",170,1
JCI,Johnson Controls International PLC,8,"[('GRID', 0.08), ('PKB', 0.056), ('XHB', 0.036), ('PVAL', 0.033), ('SNSR', 0.028)]",166,2
ACM,AECOM,5,"[('FLM', 0.032), ('FSMO', 0.011), ('IJJ', 0.007), ('IVOV', 0.007), ('MDYV', 0.007)]",154,1
GHC,Graham Holdings Co,5,"[('FOVL', 0.027), ('XMVM', 0.021), ('RFV', 0.018), ('FXD', 0.017), ('FYT', 0.007)]",153,1
SAM,Boston Beer Co Inc Class A,5,"[('VICE', 0.059), ('FDG', 0.036), ('PSL', 0.03), ('XMMO', 0.028), ('RFG', 0.022)]",152,1
HES,Hess Corp,5,"[('PXE', 0.046), ('IEO', 0.045), ('FCG', 0.039), ('EQRR', 0.028), ('FMIL', 0.019)]",147,1
CALX,Calix Inc,5,"[('IGN', 0.047), ('XTL', 0.03), ('GBGR', 0.015), ('DWMC', 0.014), ('FYC', 0.008)]",139,1
AIG,American International Group Inc,5,"[('KBWP', 0.075), ('IAK', 0.06), ('FMIL', 0.021), ('TEQI', 0.021), ('DVLU', 0.017)]",138,1
RH,RH,5,"[('PEZ', 0.037), ('DWEQ', 0.036), ('RFG', 0.03), ('SMLF', 0.011), ('SCHA', 0.003)]",137,1
EWBC,East West Bancorp Inc,8,"[('KBWR', 0.041), ('XMHQ', 0.022), ('KRE', 0.017), ('KBE', 0.013), ('DPST', 0.012)]",135,2
PNFP,Pinnacle Financial Partners Inc,5,"[('QABA', 0.025), ('KBWR', 0.021), ('KRE', 0.017), ('KBE', 0.013), ('DPST', 0.012)]",135,1
035420.KS,NAVER Corp,7,"[('EWEB', 0.051), ('FLKR', 0.047), ('FDNI', 0.032), ('AIA', 0.017), ('KEMX', 0.014)]",129,1
BEAM,Beam Therapeutics Inc,5,"[('IBBJ', 0.022), ('FNY', 0.009), ('XBI', 0.009), ('LABU', 0.005), ('CSML', 0.003)]",127,1
EXPE,Expedia Group Inc,6,"[('CBLS', 0.052), ('EBIZ', 0.049), ('PEJ', 0.047), ('CBSE', 0.041), ('AWAY', 0.04)]",115,1
EDIT,Editas Medicine Inc,5,"[('HTEC', 0.017), ('WDNA', 0.012), ('XBI', 0.009), ('BBC', 0.008), ('LABU', 0.005)]",115,1
SLB,Schlumberger Ltd,11,"[('IEZ', 0.216), ('PXJ', 0.068), ('JHME', 0.061), ('XES', 0.043), ('ERX', 0.038)]",114,3
MET,MetLife Inc,6,"[('IAK', 0.065), ('RDIV', 0.048), ('TEQI', 0.022), ('RPV', 0.018), ('SPVM', 0.014)]",114,1
NVR,NVR Inc,6,"[('ITB', 0.082), ('NAIL', 0.051), ('XHB', 0.038), ('AVDR', 0.027), ('DWEQ', 0.027)]",112,1
CLF,Cleveland-Cliffs Inc,6,"[('SLX', 0.044), ('XME', 0.043), ('PYZ', 0.041), ('FFTY', 0.035), ('PAMC', 0.013)]",112,1
ANET,Arista Networks Inc,6,"[('IGN', 0.085), ('IYZ', 0.046), ('SKYY', 0.036), ('SKYU', 0.017), ('CLRG', 0.011)]",112,1
TDOC,Teladoc Health Inc,6,"[('ARKG', 0.069), ('ARKK', 0.058), ('ARKW', 0.045), ('LIV', 0.043), ('IHF', 0.033)]",111,1
PPG,PPG Industries Inc,6,"[('JHMA', 0.053), ('XLB', 0.043), ('FMAT', 0.032), ('VAW', 0.032), ('YLDE', 0.029)]",111,1
MYRG,MYR Group Inc,5,"[('PKB', 0.033), ('AIRR', 0.032), ('ROSC', 0.012), ('AFSM', 0.009), ('OMFS', 0.004)]",111,1
YUMC,Yum China Holdings Inc Ordinary Shares,6,"[('PEJ', 0.05), ('KBUY', 0.046), ('CHIQ', 0.034), ('KESG', 0.026), ('EMGF', 0.023)]",110,1
TDG,TransDigm Group Inc,6,"[('PRN', 0.051), ('ITA', 0.044), ('PPA', 0.043), ('XAR', 0.037), ('DFEN', 0.033)]",110,1
DVN,Devon Energy Corp,6,"[('RYE', 0.046), ('FCG', 0.043), ('IEO', 0.041), ('PXI', 0.029), ('SPHB', 0.013)]",110,1
DD,DuPont de Nemours Inc,5,"[('JHMA', 0.054), ('ABEQ', 0.05), ('XLB', 0.044), ('VAW', 0.034), ('FMAT', 0.033)]",110,1
AN,AutoNation Inc,5,"[('XMVM', 0.02), ('RFV', 0.018), ('RWK', 0.016), ('AFMC', 0.013), ('AVUV', 0.008)]",110,1
EW,Edwards Lifesciences Corp,5,"[('IHI', 0.044), ('AGNG', 0.034), ('FTCS', 0.023), ('PFUT', 0.022), ('VFLQ', 0.008)]",110,1
PGR,Progressive Corp,7,"[('IAK', 0.084), ('KBWP', 0.083), ('ZIG', 0.048), ('SXQG', 0.034), ('ONEY', 0.02)]",108,1
PDCE,PDC Energy Inc,6,"[('PSCE', 0.092), ('FTXN', 0.038), ('IJS', 0.008), ('VIOV', 0.008), ('EES', 0.006)]",107,1
HBAN,Huntington Bancshares Inc,6,"[('NIFE', 0.044), ('IAT', 0.036), ('FTHI', 0.023), ('FTLB', 0.023), ('SDOG', 0.02)]",107,1
AGO,Assured Guaranty Ltd,6,"[('PVAL', 0.032), ('FXO', 0.017), ('PSCF', 0.013), ('FYT', 0.007), ('IJS', 0.006)]",106,1
BRO,Brown & Brown Inc,7,"[('REGL', 0.019), ('XMLV', 0.016), ('IJK', 0.011), ('IVOG', 0.011), ('MDYG', 0.011)]",105,1
GIS,General Mills Inc,6,"[('FTXG', 0.075), ('PBJ', 0.049), ('VSL', 0.039), ('IECS', 0.031), ('ONEY', 0.012)]",103,1
EL,The Estee Lauder Companies Inc Class A,7,"[('XLP', 0.041), ('LUXE', 0.04), ('PSL', 0.038), ('RHS', 0.034), ('FSTA', 0.031)]",102,1
DGX,Quest Diagnostics Inc,7,"[('WBIF', 0.04), ('GERM', 0.039), ('IHF', 0.026), ('XHS', 0.019), ('QDIV', 0.014)]",102,1
APD,Air Products & Chemicals Inc,7,"[('XLB', 0.067), ('UYM', 0.066), ('FMAT', 0.051), ('VAW', 0.051), ('JHMA', 0.034)]",98,1
FICO,Fair Isaac Corp,12,"[('XMHQ', 0.031), ('IJK', 0.013), ('IVOG', 0.013), ('MDYG', 0.013), ('MIDE', 0.01)]",92,3
ORI,Old Republic International Corp,7,"[('LBAY', 0.048), ('FOVL', 0.027), ('REGL', 0.019), ('XMVM', 0.019), ('SDY', 0.017)]",80,1
ICE,Intercontinental Exchange Inc,7,"[('IAI', 0.048), ('INFL', 0.042), ('DVOL', 0.03), ('KCE', 0.018), ('RYF', 0.017)]",79,1
RS,Reliance Steel & Aluminum Co,7,"[('NUSC', 0.009), ('SMLF', 0.009), ('IJJ', 0.008), ('IVOV', 0.008), ('MDYV', 0.008)]",79,1
VLO,Valero Energy Corp,7,"[('CRAK', 0.06), ('JHME', 0.056), ('PXE', 0.044), ('IEO', 0.043), ('SDEI', 0.04)]",77,1
XPO,XPO Logistics Inc,10,"[('FRTY', 0.029), ('FXR', 0.015), ('MIDE', 0.009), ('DMRM', 0.006), ('IJH', 0.006)]",76,2
CPT,Camden Property Trust,10,"[('NURE', 0.051), ('REIT', 0.043), ('XMLV', 0.014), ('XJH', 0.006), ('DMRM', 0.005)]",76,2
NDAQ,Nasdaq Inc,7,"[('IAI', 0.046), ('DVOL', 0.031), ('FTCS', 0.021), ('RYF', 0.016), ('CLRG', 0.011)]",76,1
SIG,Signet Jewelers Ltd,7,"[('PSCD', 0.027), ('CALF', 0.022), ('XSHQ', 0.019), ('XRT', 0.011), ('IJS', 0.007)]",74,1
CGNX,Cognex Corp,14,"[('XMHQ', 0.029), ('XMMO', 0.025), ('ROBO', 0.017), ('IJK', 0.013), ('IVOG', 0.013)]",68,3
RTX,Raytheon Technologies Corp,11,"[('ITA', 0.191), ('DFEN', 0.142), ('FEDX', 0.092), ('PPA', 0.07), ('XLI', 0.042)]",66,2
LMT,Lockheed Martin Corp,10,"[('FEDX', 0.096), ('PPA', 0.071), ('ITA', 0.056), ('ARKX', 0.043), ('DFEN', 0.041)]",64,2
ISRG,Intuitive Surgical Inc,10,"[('BOTZ', 0.084), ('IQM', 0.056), ('IHI', 0.046), ('IEHS', 0.039), ('BMED', 0.024)]",63,2
CNC,Centene Corp,8,"[('IHF', 0.046), ('FBCV', 0.024), ('FXH', 0.02), ('XHS', 0.019), ('VOT', 0.012)]",61,1
GGG,Graco Inc,15,"[('DVOL', 0.028), ('XMLV', 0.015), ('IJK', 0.012), ('IVOG', 0.012), ('MDYG', 0.012)]",56,3
O,Realty Income Corp,8,"[('NETL', 0.077), ('REIT', 0.049), ('BBRE', 0.022), ('FRI', 0.022), ('USRT', 0.022)]",54,1
AXON,Axon Enterprise Inc,12,"[('MFMS', 0.049), ('XAR', 0.042), ('PPA', 0.038), ('BFTR', 0.034), ('IQM', 0.029)]",52,2
LHX,L3Harris Technologies Inc,8,"[('FEDX', 0.095), ('ARKX', 0.051), ('ITA', 0.045), ('PPA', 0.044), ('ROKT', 0.038)]",52,1
AJG,Arthur J. Gallagher & Co,8,"[('IAK', 0.043), ('DIVS', 0.029), ('DVOL', 0.029), ('NUMV', 0.021), ('AUSF', 0.016)]",52,1
DHI,D.R. Horton Inc,8,"[('ITB', 0.142), ('NAIL', 0.088), ('ZIG', 0.049), ('XHB', 0.036), ('LEAD', 0.031)]",52,1
PRU,Prudential Financial Inc,8,"[('IAK', 0.059), ('DDIV', 0.036), ('PY', 0.02), ('DVLU', 0.019), ('RPV', 0.018)]",50,1
VIAC,ViacomCBS Inc Class B,8,"[('PEJ', 0.054), ('IEME', 0.051), ('EWCO', 0.048), ('BUZZ', 0.03), ('SPVM', 0.017)]",49,1
SBNY,Signature Bank,16,"[('FRTY', 0.036), ('XMHQ', 0.036), ('KRE', 0.016), ('FSMO', 0.013), ('KBE', 0.013)]",46,3
MDB,MongoDB Inc Class A,8,"[('IVES', 0.036), ('SKYY', 0.035), ('AIEQ', 0.03), ('XWEB', 0.023), ('SKYU', 0.016)]",45,1
AMGN,Amgen Inc,14,"[('IBB', 0.076), ('IBBQ', 0.076), ('BIB', 0.064), ('PJP', 0.054), ('DIA', 0.046)]",42,2
SBUX,Starbucks Corp,9,"[('PEJ', 0.049), ('IECS', 0.044), ('KNGS', 0.042), ('UGCE', 0.04), ('DEMZ', 0.034)]",42,1
M,Macy's Inc,14,"[('PSCD', 0.037), ('RWJ', 0.023), ('IJS', 0.01), ('VIOV', 0.01), ('SMLE', 0.007)]",41,2
FCX,Freeport-McMoRan Inc,14,"[('NANR', 0.066), ('XLB', 0.058), ('UYM', 0.056), ('COPX', 0.049), ('PICK', 0.047)]",40,2
ABT,Abbott Laboratories,14,"[('IHI', 0.128), ('IEHS', 0.076), ('PJP', 0.053), ('VIRS', 0.05), ('HART', 0.049)]",40,2
TECH,Bio-Techne Corp,21,"[('PBE', 0.057), ('XMMO', 0.034), ('FRTY', 0.03), ('BFTR', 0.028), ('OUSM', 0.027)]",31,4
BA,Boeing Co,11,"[('ITA', 0.194), ('DFEN', 0.144), ('PPA', 0.071), ('DIA', 0.046), ('XLI', 0.042)]",31,1
PWR,Quanta Services Inc,10,"[('FLM', 0.033), ('AIRR', 0.032), ('AFLG', 0.011), ('DFAT', 0.009), ('SMLF', 0.008)]",31,1
UGI,UGI Corp,10,"[('FXU', 0.047), ('REGL', 0.019), ('ESGS', 0.014), ('AFMC', 0.011), ('DIVA', 0.011)]",31,1
MOH,Molina Healthcare Inc,15,"[('XMHQ', 0.043), ('GREK', 0.037), ('XMMO', 0.028), ('RWK', 0.016), ('FSMO', 0.012)]",30,2
BLK,BlackRock Inc,11,"[('SCHD', 0.041), ('DIVS', 0.031), ('IYG', 0.03), ('QUAL', 0.03), ('XLF', 0.03)]",29,1
NEO,NeoGenomics Inc,11,"[('PSCH', 0.042), ('IJT', 0.011), ('SLYG', 0.011), ('VIOG', 0.011), ('IJR', 0.005)]",29,1
POWI,Power Integrations Inc,11,"[('PSCT', 0.034), ('IJT', 0.01), ('SLYG', 0.01), ('VIOG', 0.01), ('SMLE', 0.007)]",29,1
WSM,Williams-Sonoma Inc,11,"[('EBIZ', 0.056), ('XMHQ', 0.028), ('FSMO', 0.013), ('IJK', 0.011), ('IVOG', 0.011)]",29,1
SCHW,Charles Schwab Corp,10,"[('IAI', 0.045), ('UGCE', 0.042), ('ACSI', 0.039), ('EQRR', 0.032), ('IYG', 0.027)]",29,1
IFF,International Flavors & Fragrances Inc,10,"[('XLB', 0.04), ('RTM', 0.038), ('FMAT', 0.03), ('VAW', 0.03), ('VOE', 0.011)]",28,1
EOG,EOG Resources Inc,17,"[('IEO', 0.099), ('JHME', 0.067), ('NANR', 0.05), ('PXE', 0.047), ('RYE', 0.045)]",27,2
ZTS,Zoetis Inc Class A,10,"[('PAWZ', 0.1), ('MOO', 0.087), ('IHE', 0.048), ('XPH', 0.047), ('CWS', 0.042)]",27,1
GE,General Electric Co,10,"[('FMIL', 0.052), ('XLI', 0.038), ('FIDU', 0.029), ('TEQI', 0.029), ('DUSL', 0.028)]",27,1
ILMN,Illumina Inc,12,"[('PBE', 0.056), ('IBBQ', 0.054), ('IBB', 0.05), ('EDOC', 0.048), ('HELX', 0.048)]",26,1
DXCM,DexCom Inc,9,"[('SNSR', 0.044), ('BFIT', 0.03), ('AIEQ', 0.027), ('HTEC', 0.019), ('RYH', 0.016)]",26,1
NEM,Newmont Corp,16,"[('RING', 0.218), ('SGDM', 0.124), ('XLB', 0.054), ('SLVP', 0.053), ('LBAY', 0.051)]",25,2
SIVB,SVB Financial Group,12,"[('IAT', 0.044), ('KBWB', 0.041), ('FFTY', 0.034), ('PFI', 0.034), ('AVDR', 0.026)]",25,1
AXP,American Express Co,12,"[('DFNL', 0.057), ('IPAY', 0.057), ('TPAY', 0.044), ('DUSA', 0.043), ('CFCV', 0.04)]",25,1
LH,Laboratory Corp of America Holdings,10,"[('GERM', 0.061), ('EDOC', 0.044), ('IHF', 0.041), ('XHS', 0.02), ('FXH', 0.019)]",25,1
HON,Honeywell International Inc,16,"[('DIVO', 0.055), ('PPA', 0.049), ('XLI', 0.049), ('DIA', 0.042), ('UTRN', 0.04)]",24,2
ALL,Allstate Corp,13,"[('KBWP', 0.079), ('IAK', 0.057), ('PKW', 0.047), ('LSAT', 0.035), ('FXO', 0.017)]",24,1
CAT,Caterpillar Inc,11,"[('XLI', 0.038), ('DUSL', 0.029), ('FIDU', 0.029), ('VIS', 0.028), ('BIBL', 0.026)]",24,1
PSX,Phillips 66,11,"[('CRAK', 0.078), ('IEO', 0.076), ('RDIV', 0.057), ('PXE', 0.045), ('ERX', 0.035)]",24,1
STAA,Staar Surgical Co,10,"[('RFG', 0.034), ('GLRY', 0.025), ('QMOM', 0.021), ('FLQS', 0.009), ('IWO', 0.005)]",24,1
LNG,Cheniere Energy Inc,13,"[('FTXN', 0.071), ('MLPX', 0.065), ('EINC', 0.056), ('PXI', 0.054), ('ENFR', 0.051)]",23,1
CHTR,Charter Communications Inc A,12,"[('PKW', 0.054), ('EWCO', 0.048), ('XLC', 0.046), ('JHCS', 0.043), ('IEME', 0.042)]",22,1
GTLS,Chart Industries Inc,12,"[('PSCI', 0.029), ('XSHQ', 0.023), ('IJT', 0.011), ('SLYG', 0.011), ('VIOG', 0.011)]",22,1
CARR,Carrier Global Corp Ordinary Shares,11,"[('CSD', 0.081), ('LBAY', 0.046), ('XHB', 0.037), ('SIMS', 0.026), ('ASPY', 0.024)]",22,1
GILD,Gilead Sciences Inc,17,"[('IBBQ', 0.068), ('IBB', 0.063), ('BIB', 0.057), ('PJP', 0.056), ('PBE', 0.053)]",21,2
